source,target,edge_type,weight,metadata
CUST_00060,TXN_09603,INITIATED,1.0,"{""timestamp"": ""2026-02-27T10:36:27""}"
CUST_00060,TXN_09628,INITIATED,1.0,"{""timestamp"": ""2026-02-27T13:30:07""}"
CUST_00060,TXN_09656,INITIATED,1.0,"{""timestamp"": ""2026-02-27T19:03:50""}"
CUST_00060,TXN_09668,INITIATED,1.0,"{""timestamp"": ""2026-02-28T01:59:15""}"
CUST_00061,TXN_00643,INITIATED,1.0,"{""timestamp"": ""2026-01-04T19:48:45""}"
CUST_00061,DEV_0125,USES_DEVICE,1.0,{}
CUST_00061,DEV_0125,USES_DEVICE,1.0,{}
CUST_00061,DEV_0125,USES_DEVICE,1.0,{}
CUST_00061,DEV_0125,USES_DEVICE,1.0,{}
CUST_00061,IP_00626,USES_IP,1.0,{}
CUST_00061,IP_00626,USES_IP,1.0,{}
CUST_00061,IP_00626,USES_IP,1.0,{}
CUST_00061,IP_00626,USES_IP,1.0,{}
CUST_00061,IP_00626,USES_IP,1.0,{}
CUST_00061,PM_0173,USES_PAYMENT,1.0,{}
CUST_00061,PM_0173,USES_PAYMENT,1.0,{}
CUST_00061,PM_0173,USES_PAYMENT,1.0,{}
CUST_00061,PM_0173,USES_PAYMENT,1.0,{}
CUST_00061,TXN_02090,INITIATED,1.0,"{""timestamp"": ""2026-01-13T18:38:34""}"
CUST_00061,DEV_0435,USES_DEVICE,1.0,{}
CUST_00061,DEV_0435,USES_DEVICE,1.0,{}
CUST_00061,TXN_02150,INITIATED,1.0,"{""timestamp"": ""2026-01-14T05:43:38""}"
CUST_00061,PM_0168,USES_PAYMENT,1.0,{}
CUST_00061,PM_0168,USES_PAYMENT,1.0,{}
CUST_00061,TXN_06180,INITIATED,1.0,"{""timestamp"": ""2026-02-07T13:18:23""}"
CUST_00061,TXN_06551,INITIATED,1.0,"{""timestamp"": ""2026-02-09T18:02:43""}"
CUST_00061,IP_00120,USES_IP,1.0,{}
CUST_00061,IP_00120,USES_IP,1.0,{}
CUST_00061,IP_00120,USES_IP,1.0,{}
CUST_00061,PM_0150,USES_PAYMENT,1.0,{}
CUST_00061,PM_0150,USES_PAYMENT,1.0,{}
CUST_00061,TXN_07874,INITIATED,1.0,"{""timestamp"": ""2026-02-17T12:19:16""}"
CUST_00061,TXN_07917,INITIATED,1.0,"{""timestamp"": ""2026-02-17T19:14:44""}"
CUST_00061,DEV_0095,USES_DEVICE,1.0,{}
CUST_00061,DEV_0095,USES_DEVICE,1.0,{}
CUST_00061,TXN_08092,INITIATED,1.0,"{""timestamp"": ""2026-02-18T18:04:33""}"
CUST_00062,TXN_01479,INITIATED,1.0,"{""timestamp"": ""2026-01-09T22:01:13""}"
CUST_00062,DEV_0316,USES_DEVICE,1.0,{}
CUST_00062,IP_00095,USES_IP,1.0,{}
CUST_00062,IP_00095,USES_IP,1.0,{}
CUST_00062,IP_00095,USES_IP,1.0,{}
CUST_00062,IP_00095,USES_IP,1.0,{}
CUST_00062,IP_00095,USES_IP,1.0,{}
CUST_00062,IP_00095,USES_IP,1.0,{}
CUST_00062,IP_00095,USES_IP,1.0,{}
CUST_00062,IP_00095,USES_IP,1.0,{}
CUST_00062,PM_0407,USES_PAYMENT,1.0,{}
CUST_00062,PM_0407,USES_PAYMENT,1.0,{}
CUST_00062,PM_0407,USES_PAYMENT,1.0,{}
CUST_00062,PM_0407,USES_PAYMENT,1.0,{}
CUST_00062,PM_0407,USES_PAYMENT,1.0,{}
CUST_00062,PM_0407,USES_PAYMENT,1.0,{}
CUST_00062,TXN_02353,INITIATED,1.0,"{""timestamp"": ""2026-01-15T10:27:23""}"
CUST_00062,DEV_0220,USES_DEVICE,1.0,{}
CUST_00062,DEV_0220,USES_DEVICE,1.0,{}
CUST_00062,DEV_0220,USES_DEVICE,1.0,{}
CUST_00062,TXN_04078,INITIATED,1.0,"{""timestamp"": ""2026-01-25T19:39:45""}"
CUST_00062,DEV_0133,USES_DEVICE,1.0,{}
CUST_00062,TXN_06559,INITIATED,1.0,"{""timestamp"": ""2026-02-09T23:40:19""}"
CUST_00062,DEV_0095,USES_DEVICE,1.0,{}
CUST_00062,DEV_0095,USES_DEVICE,1.0,{}
CUST_00062,DEV_0095,USES_DEVICE,1.0,{}
CUST_00062,DEV_0095,USES_DEVICE,1.0,{}
CUST_00062,DEV_0095,USES_DEVICE,1.0,{}
CUST_00062,TXN_06763,INITIATED,1.0,"{""timestamp"": ""2026-02-11T04:13:14""}"
CUST_00062,TXN_07804,INITIATED,1.0,"{""timestamp"": ""2026-02-17T05:36:49""}"
CUST_00062,PM_0150,USES_PAYMENT,1.0,{}
CUST_00062,PM_0150,USES_PAYMENT,1.0,{}
CUST_00062,PM_0150,USES_PAYMENT,1.0,{}
CUST_00062,TXN_07935,INITIATED,1.0,"{""timestamp"": ""2026-02-18T01:33:28""}"
CUST_00062,TXN_08503,INITIATED,1.0,"{""timestamp"": ""2026-02-21T03:36:35""}"
CUST_00062,PM_0139,USES_PAYMENT,1.0,{}
CUST_00062,TXN_09618,INITIATED,1.0,"{""timestamp"": ""2026-02-27T12:22:46""}"
CUST_00062,IP_00120,USES_IP,1.0,{}
CUST_00062,IP_00120,USES_IP,1.0,{}
CUST_00062,TXN_09703,INITIATED,1.0,"{""timestamp"": ""2026-02-28T06:18:13""}"
CUST_00063,TXN_00127,INITIATED,1.0,"{""timestamp"": ""2026-01-01T14:41:04""}"
CUST_00063,DEV_0432,USES_DEVICE,1.0,{}
CUST_00063,DEV_0432,USES_DEVICE,1.0,{}
CUST_00063,DEV_0432,USES_DEVICE,1.0,{}
CUST_00063,DEV_0432,USES_DEVICE,1.0,{}
CUST_00063,DEV_0432,USES_DEVICE,1.0,{}
CUST_00063,DEV_0432,USES_DEVICE,1.0,{}
CUST_00063,DEV_0432,USES_DEVICE,1.0,{}
CUST_00063,IP_00703,USES_IP,1.0,{}
CUST_00063,IP_00703,USES_IP,1.0,{}
CUST_00063,IP_00703,USES_IP,1.0,{}
CUST_00063,IP_00703,USES_IP,1.0,{}
CUST_00063,IP_00703,USES_IP,1.0,{}
CUST_00063,PM_0359,USES_PAYMENT,1.0,{}
CUST_00063,PM_0359,USES_PAYMENT,1.0,{}
CUST_00063,PM_0359,USES_PAYMENT,1.0,{}
CUST_00063,PM_0359,USES_PAYMENT,1.0,{}
CUST_00063,PM_0359,USES_PAYMENT,1.0,{}
CUST_00063,PM_0359,USES_PAYMENT,1.0,{}
CUST_00063,TXN_05174,INITIATED,1.0,"{""timestamp"": ""2026-02-01T12:39:24""}"
CUST_00063,TXN_07232,INITIATED,1.0,"{""timestamp"": ""2026-02-14T02:51:39""}"
CUST_00063,IP_00120,USES_IP,1.0,{}
CUST_00063,IP_00120,USES_IP,1.0,{}
CUST_00063,IP_00120,USES_IP,1.0,{}
CUST_00063,IP_00120,USES_IP,1.0,{}
CUST_00063,IP_00120,USES_IP,1.0,{}
CUST_00063,TXN_08222,INITIATED,1.0,"{""timestamp"": ""2026-02-19T11:44:27""}"
CUST_00063,DEV_0095,USES_DEVICE,1.0,{}
CUST_00063,DEV_0095,USES_DEVICE,1.0,{}
CUST_00063,DEV_0095,USES_DEVICE,1.0,{}
CUST_00063,PM_0150,USES_PAYMENT,1.0,{}
CUST_00063,PM_0150,USES_PAYMENT,1.0,{}
CUST_00063,PM_0150,USES_PAYMENT,1.0,{}
CUST_00063,PM_0150,USES_PAYMENT,1.0,{}
CUST_00063,TXN_08330,INITIATED,1.0,"{""timestamp"": ""2026-02-20T05:43:41""}"
CUST_00063,TXN_08994,INITIATED,1.0,"{""timestamp"": ""2026-02-23T23:01:56""}"
CUST_00063,TXN_09174,INITIATED,1.0,"{""timestamp"": ""2026-02-25T00:11:54""}"
CUST_00063,TXN_09538,INITIATED,1.0,"{""timestamp"": ""2026-02-27T04:23:40""}"
CUST_00063,TXN_09561,INITIATED,1.0,"{""timestamp"": ""2026-02-27T06:30:54""}"
CUST_00063,TXN_09795,INITIATED,1.0,"{""timestamp"": ""2026-02-28T14:27:30""}"
CUST_00064,TXN_00535,INITIATED,1.0,"{""timestamp"": ""2026-01-04T05:05:38""}"
CUST_00064,DEV_0021,USES_DEVICE,1.0,{}
CUST_00064,DEV_0021,USES_DEVICE,1.0,{}
CUST_00064,DEV_0021,USES_DEVICE,1.0,{}
CUST_00064,DEV_0021,USES_DEVICE,1.0,{}
CUST_00064,DEV_0021,USES_DEVICE,1.0,{}
CUST_00064,DEV_0021,USES_DEVICE,1.0,{}
CUST_00064,DEV_0021,USES_DEVICE,1.0,{}
CUST_00064,IP_00945,USES_IP,1.0,{}
CUST_00064,IP_00945,USES_IP,1.0,{}
CUST_00064,IP_00945,USES_IP,1.0,{}
CUST_00064,PM_0099,USES_PAYMENT,1.0,{}
CUST_00064,PM_0099,USES_PAYMENT,1.0,{}
CUST_00064,PM_0099,USES_PAYMENT,1.0,{}
CUST_00064,PM_0099,USES_PAYMENT,1.0,{}
CUST_00064,PM_0099,USES_PAYMENT,1.0,{}
CUST_00064,PM_0099,USES_PAYMENT,1.0,{}
CUST_00064,PM_0099,USES_PAYMENT,1.0,{}
CUST_00064,PM_0099,USES_PAYMENT,1.0,{}
CUST_00064,PM_0099,USES_PAYMENT,1.0,{}
CUST_00064,TXN_00691,INITIATED,1.0,"{""timestamp"": ""2026-01-05T05:10:29""}"
CUST_00064,TXN_05451,INITIATED,1.0,"{""timestamp"": ""2026-02-03T09:02:12""}"
CUST_00064,IP_00630,USES_IP,1.0,{}
CUST_00064,IP_00630,USES_IP,1.0,{}
CUST_00064,IP_00630,USES_IP,1.0,{}
CUST_00064,IP_00630,USES_IP,1.0,{}
CUST_00064,IP_00630,USES_IP,1.0,{}
CUST_00064,TXN_05899,INITIATED,1.0,"{""timestamp"": ""2026-02-06T04:09:54""}"
CUST_00064,DEV_0382,USES_DEVICE,1.0,{}
CUST_00064,TXN_07059,INITIATED,1.0,"{""timestamp"": ""2026-02-13T01:32:46""}"
CUST_00064,IP_00120,USES_IP,1.0,{}
CUST_00064,IP_00120,USES_IP,1.0,{}
CUST_00064,IP_00120,USES_IP,1.0,{}
CUST_00064,IP_00120,USES_IP,1.0,{}
CUST_00064,IP_00120,USES_IP,1.0,{}
CUST_00064,PM_0150,USES_PAYMENT,1.0,{}
CUST_00064,PM_0150,USES_PAYMENT,1.0,{}
CUST_00064,PM_0150,USES_PAYMENT,1.0,{}
CUST_00064,PM_0150,USES_PAYMENT,1.0,{}
CUST_00064,PM_0150,USES_PAYMENT,1.0,{}
CUST_00064,TXN_07347,INITIATED,1.0,"{""timestamp"": ""2026-02-14T13:08:52""}"
CUST_00064,TXN_07627,INITIATED,1.0,"{""timestamp"": ""2026-02-16T05:57:38""}"
CUST_00064,TXN_07697,INITIATED,1.0,"{""timestamp"": ""2026-02-16T13:39:50""}"
CUST_00064,DEV_0299,USES_DEVICE,1.0,{}
CUST_00064,DEV_0299,USES_DEVICE,1.0,{}
CUST_00064,DEV_0299,USES_DEVICE,1.0,{}
CUST_00064,DEV_0299,USES_DEVICE,1.0,{}
CUST_00064,TXN_07701,INITIATED,1.0,"{""timestamp"": ""2026-02-16T14:02:44""}"
CUST_00064,DEV_0095,USES_DEVICE,1.0,{}
CUST_00064,DEV_0095,USES_DEVICE,1.0,{}
CUST_00064,TXN_08081,INITIATED,1.0,"{""timestamp"": ""2026-02-18T14:57:56""}"
CUST_00064,TXN_08809,INITIATED,1.0,"{""timestamp"": ""2026-02-22T21:21:26""}"
CUST_00064,TXN_08871,INITIATED,1.0,"{""timestamp"": ""2026-02-23T06:41:33""}"
CUST_00064,TXN_09544,INITIATED,1.0,"{""timestamp"": ""2026-02-27T04:33:56""}"
CUST_00064,IP_00817,USES_IP,1.0,{}
CUST_00064,TXN_09889,INITIATED,1.0,"{""timestamp"": ""2026-03-01T07:20:20""}"
CUST_00065,TXN_01924,INITIATED,1.0,"{""timestamp"": ""2026-01-12T16:35:01""}"
CUST_00065,DEV_0429,USES_DEVICE,1.0,{}
CUST_00065,DEV_0429,USES_DEVICE,1.0,{}
CUST_00065,IP_00852,USES_IP,1.0,{}
CUST_00065,IP_00852,USES_IP,1.0,{}
CUST_00065,PM_0071,USES_PAYMENT,1.0,{}
CUST_00065,PM_0071,USES_PAYMENT,1.0,{}
CUST_00065,TXN_05381,INITIATED,1.0,"{""timestamp"": ""2026-02-02T16:21:09""}"
CUST_00065,PM_0311,USES_PAYMENT,1.0,{}
CUST_00065,TXN_06891,INITIATED,1.0,"{""timestamp"": ""2026-02-11T18:54:49""}"
CUST_00065,DEV_0095,USES_DEVICE,1.0,{}
CUST_00065,DEV_0095,USES_DEVICE,1.0,{}
CUST_00065,DEV_0095,USES_DEVICE,1.0,{}
CUST_00065,IP_00120,USES_IP,1.0,{}
CUST_00065,IP_00120,USES_IP,1.0,{}
CUST_00065,IP_00120,USES_IP,1.0,{}
CUST_00065,PM_0150,USES_PAYMENT,1.0,{}
CUST_00065,PM_0150,USES_PAYMENT,1.0,{}
CUST_00065,TXN_08301,INITIATED,1.0,"{""timestamp"": ""2026-02-20T03:33:59""}"
CUST_00065,TXN_08653,INITIATED,1.0,"{""timestamp"": ""2026-02-21T20:53:32""}"
CUST_00066,TXN_02219,INITIATED,1.0,"{""timestamp"": ""2026-01-14T13:15:56""}"
CUST_00066,DEV_0050,USES_DEVICE,1.0,{}
CUST_00066,DEV_0050,USES_DEVICE,1.0,{}
CUST_00066,DEV_0050,USES_DEVICE,1.0,{}
CUST_00066,DEV_0050,USES_DEVICE,1.0,{}
CUST_00066,DEV_0050,USES_DEVICE,1.0,{}
CUST_00066,IP_00979,USES_IP,1.0,{}
CUST_00066,PM_0017,USES_PAYMENT,1.0,{}
CUST_00066,PM_0017,USES_PAYMENT,1.0,{}
CUST_00066,PM_0017,USES_PAYMENT,1.0,{}
CUST_00066,PM_0017,USES_PAYMENT,1.0,{}
CUST_00066,TXN_05847,INITIATED,1.0,"{""timestamp"": ""2026-02-05T13:52:42""}"
CUST_00066,IP_00230,USES_IP,1.0,{}
CUST_00066,IP_00230,USES_IP,1.0,{}
CUST_00066,IP_00230,USES_IP,1.0,{}
CUST_00066,IP_00230,USES_IP,1.0,{}
CUST_00066,IP_00230,USES_IP,1.0,{}
CUST_00066,TXN_06554,INITIATED,1.0,"{""timestamp"": ""2026-02-09T20:52:30""}"
CUST_00066,DEV_0095,USES_DEVICE,1.0,{}
CUST_00066,DEV_0095,USES_DEVICE,1.0,{}
CUST_00066,DEV_0095,USES_DEVICE,1.0,{}
CUST_00066,IP_00120,USES_IP,1.0,{}
CUST_00066,IP_00120,USES_IP,1.0,{}
CUST_00066,PM_0150,USES_PAYMENT,1.0,{}
CUST_00066,PM_0150,USES_PAYMENT,1.0,{}
CUST_00066,PM_0150,USES_PAYMENT,1.0,{}
CUST_00066,PM_0150,USES_PAYMENT,1.0,{}
CUST_00066,TXN_07589,INITIATED,1.0,"{""timestamp"": ""2026-02-16T00:58:53""}"
CUST_00066,TXN_08070,INITIATED,1.0,"{""timestamp"": ""2026-02-18T13:57:08""}"
CUST_00066,TXN_08454,INITIATED,1.0,"{""timestamp"": ""2026-02-20T15:51:43""}"
CUST_00066,TXN_09821,INITIATED,1.0,"{""timestamp"": ""2026-02-28T21:28:02""}"
CUST_00066,TXN_09999,INITIATED,1.0,"{""timestamp"": ""2026-03-01T23:46:33""}"
CUST_00067,TXN_01040,INITIATED,1.0,"{""timestamp"": ""2026-01-07T06:02:36""}"
CUST_00067,DEV_0184,USES_DEVICE,1.0,{}
CUST_00067,DEV_0184,USES_DEVICE,1.0,{}
CUST_00067,DEV_0184,USES_DEVICE,1.0,{}
CUST_00067,DEV_0184,USES_DEVICE,1.0,{}
CUST_00067,DEV_0184,USES_DEVICE,1.0,{}
CUST_00067,DEV_0184,USES_DEVICE,1.0,{}
CUST_00067,DEV_0184,USES_DEVICE,1.0,{}
CUST_00067,DEV_0184,USES_DEVICE,1.0,{}
CUST_00067,DEV_0184,USES_DEVICE,1.0,{}
CUST_00067,DEV_0184,USES_DEVICE,1.0,{}
CUST_00067,IP_00723,USES_IP,1.0,{}
CUST_00067,IP_00723,USES_IP,1.0,{}
CUST_00067,IP_00723,USES_IP,1.0,{}
CUST_00067,PM_0451,USES_PAYMENT,1.0,{}
CUST_00067,TXN_01368,INITIATED,1.0,"{""timestamp"": ""2026-01-09T06:42:31""}"
CUST_00067,IP_00314,USES_IP,1.0,{}
CUST_00067,IP_00314,USES_IP,1.0,{}
CUST_00067,IP_00314,USES_IP,1.0,{}
CUST_00067,IP_00314,USES_IP,1.0,{}
CUST_00067,PM_0418,USES_PAYMENT,1.0,{}
CUST_00067,PM_0418,USES_PAYMENT,1.0,{}
CUST_00067,PM_0418,USES_PAYMENT,1.0,{}
CUST_00067,PM_0418,USES_PAYMENT,1.0,{}
CUST_00067,PM_0418,USES_PAYMENT,1.0,{}
CUST_00067,PM_0418,USES_PAYMENT,1.0,{}
CUST_00067,PM_0418,USES_PAYMENT,1.0,{}
CUST_00067,PM_0418,USES_PAYMENT,1.0,{}
CUST_00067,TXN_01432,INITIATED,1.0,"{""timestamp"": ""2026-01-09T13:02:50""}"
CUST_00067,TXN_01719,INITIATED,1.0,"{""timestamp"": ""2026-01-11T09:19:12""}"
CUST_00067,TXN_02919,INITIATED,1.0,"{""timestamp"": ""2026-01-18T16:28:05""}"
CUST_00067,TXN_04839,INITIATED,1.0,"{""timestamp"": ""2026-01-30T15:44:44""}"
CUST_00067,TXN_07411,INITIATED,1.0,"{""timestamp"": ""2026-02-15T00:58:04""}"
CUST_00067,IP_00120,USES_IP,1.0,{}
CUST_00067,IP_00120,USES_IP,1.0,{}
CUST_00067,IP_00120,USES_IP,1.0,{}
CUST_00067,IP_00120,USES_IP,1.0,{}
CUST_00067,IP_00120,USES_IP,1.0,{}
CUST_00067,IP_00120,USES_IP,1.0,{}
CUST_00067,IP_00120,USES_IP,1.0,{}
CUST_00067,TXN_07851,INITIATED,1.0,"{""timestamp"": ""2026-02-17T10:24:59""}"
CUST_00067,TXN_08452,INITIATED,1.0,"{""timestamp"": ""2026-02-20T15:36:36""}"
CUST_00067,PM_0150,USES_PAYMENT,1.0,{}
CUST_00067,PM_0150,USES_PAYMENT,1.0,{}
CUST_00067,PM_0150,USES_PAYMENT,1.0,{}
CUST_00067,PM_0150,USES_PAYMENT,1.0,{}
CUST_00067,PM_0150,USES_PAYMENT,1.0,{}
CUST_00067,TXN_08603,INITIATED,1.0,"{""timestamp"": ""2026-02-21T13:04:45""}"
CUST_00067,DEV_0095,USES_DEVICE,1.0,{}
CUST_00067,DEV_0095,USES_DEVICE,1.0,{}
CUST_00067,DEV_0095,USES_DEVICE,1.0,{}
CUST_00067,DEV_0095,USES_DEVICE,1.0,{}
CUST_00067,TXN_08766,INITIATED,1.0,"{""timestamp"": ""2026-02-22T12:40:16""}"
CUST_00067,TXN_08986,INITIATED,1.0,"{""timestamp"": ""2026-02-23T17:49:52""}"
CUST_00067,TXN_09644,INITIATED,1.0,"{""timestamp"": ""2026-02-27T15:56:57""}"
CUST_00067,TXN_09814,INITIATED,1.0,"{""timestamp"": ""2026-02-28T18:15:02""}"
CUST_00068,TXN_01586,INITIATED,1.0,"{""timestamp"": ""2026-01-10T12:21:15""}"
CUST_00068,DEV_0124,USES_DEVICE,1.0,{}
CUST_00068,DEV_0124,USES_DEVICE,1.0,{}
CUST_00068,DEV_0124,USES_DEVICE,1.0,{}
CUST_00068,IP_00082,USES_IP,1.0,{}
CUST_00068,IP_00082,USES_IP,1.0,{}
CUST_00068,PM_0031,USES_PAYMENT,1.0,{}
CUST_00068,PM_0031,USES_PAYMENT,1.0,{}
CUST_00068,TXN_07024,INITIATED,1.0,"{""timestamp"": ""2026-02-12T14:10:35""}"
CUST_00068,DEV_0095,USES_DEVICE,1.0,{}
CUST_00068,DEV_0095,USES_DEVICE,1.0,{}
CUST_00068,DEV_0095,USES_DEVICE,1.0,{}
CUST_00068,DEV_0095,USES_DEVICE,1.0,{}
CUST_00068,IP_00120,USES_IP,1.0,{}
CUST_00068,IP_00120,USES_IP,1.0,{}
CUST_00068,IP_00120,USES_IP,1.0,{}
CUST_00068,IP_00120,USES_IP,1.0,{}
CUST_00068,PM_0150,USES_PAYMENT,1.0,{}
CUST_00068,PM_0150,USES_PAYMENT,1.0,{}
CUST_00068,PM_0150,USES_PAYMENT,1.0,{}
CUST_00068,PM_0150,USES_PAYMENT,1.0,{}
CUST_00068,PM_0150,USES_PAYMENT,1.0,{}
CUST_00068,TXN_07063,INITIATED,1.0,"{""timestamp"": ""2026-02-13T02:07:21""}"
CUST_00068,TXN_07364,INITIATED,1.0,"{""timestamp"": ""2026-02-14T14:21:53""}"
CUST_00068,TXN_08674,INITIATED,1.0,"{""timestamp"": ""2026-02-22T03:01:20""}"
CUST_00068,TXN_09180,INITIATED,1.0,"{""timestamp"": ""2026-02-25T01:24:01""}"
CUST_00068,TXN_09860,INITIATED,1.0,"{""timestamp"": ""2026-03-01T04:55:51""}"
CUST_00068,IP_00578,USES_IP,1.0,{}
CUST_00069,TXN_00934,INITIATED,1.0,"{""timestamp"": ""2026-01-06T12:51:35""}"
CUST_00069,DEV_0038,USES_DEVICE,1.0,{}
CUST_00069,DEV_0038,USES_DEVICE,1.0,{}
CUST_00069,DEV_0038,USES_DEVICE,1.0,{}
CUST_00069,DEV_0038,USES_DEVICE,1.0,{}
CUST_00069,DEV_0038,USES_DEVICE,1.0,{}
CUST_00069,DEV_0038,USES_DEVICE,1.0,{}
CUST_00069,IP_00439,USES_IP,1.0,{}
CUST_00069,PM_0353,USES_PAYMENT,1.0,{}
CUST_00069,PM_0353,USES_PAYMENT,1.0,{}
CUST_00069,PM_0353,USES_PAYMENT,1.0,{}
CUST_00069,PM_0353,USES_PAYMENT,1.0,{}
CUST_00069,PM_0353,USES_PAYMENT,1.0,{}
CUST_00069,PM_0353,USES_PAYMENT,1.0,{}
CUST_00069,PM_0353,USES_PAYMENT,1.0,{}
CUST_00069,PM_0353,USES_PAYMENT,1.0,{}
CUST_00069,PM_0353,USES_PAYMENT,1.0,{}
CUST_00069,TXN_01412,INITIATED,1.0,"{""timestamp"": ""2026-01-09T11:14:59""}"
CUST_00069,IP_00290,USES_IP,1.0,{}
CUST_00069,IP_00290,USES_IP,1.0,{}
CUST_00069,IP_00290,USES_IP,1.0,{}
CUST_00069,IP_00290,USES_IP,1.0,{}
CUST_00069,IP_00290,USES_IP,1.0,{}
CUST_00069,IP_00290,USES_IP,1.0,{}
CUST_00069,IP_00290,USES_IP,1.0,{}
CUST_00069,IP_00290,USES_IP,1.0,{}
CUST_00069,TXN_02839,INITIATED,1.0,"{""timestamp"": ""2026-01-18T08:27:01""}"
CUST_00069,TXN_03600,INITIATED,1.0,"{""timestamp"": ""2026-01-23T04:31:53""}"
CUST_00069,TXN_04575,INITIATED,1.0,"{""timestamp"": ""2026-01-29T05:00:37""}"
CUST_00069,TXN_04598,INITIATED,1.0,"{""timestamp"": ""2026-01-29T07:07:41""}"
CUST_00069,DEV_0065,USES_DEVICE,1.0,{}
CUST_00069,DEV_0065,USES_DEVICE,1.0,{}
CUST_00069,TXN_06525,INITIATED,1.0,"{""timestamp"": ""2026-02-09T13:44:30""}"
CUST_00069,TXN_06921,INITIATED,1.0,"{""timestamp"": ""2026-02-12T03:31:19""}"
CUST_00069,DEV_0198,USES_DEVICE,1.0,{}
CUST_00069,TXN_07484,INITIATED,1.0,"{""timestamp"": ""2026-02-15T08:26:20""}"
CUST_00070,TXN_00810,INITIATED,1.0,"{""timestamp"": ""2026-01-06T01:05:08""}"
CUST_00070,DEV_0250,USES_DEVICE,1.0,{}
CUST_00070,IP_00685,USES_IP,1.0,{}
CUST_00070,IP_00685,USES_IP,1.0,{}
CUST_00070,IP_00685,USES_IP,1.0,{}
CUST_00070,IP_00685,USES_IP,1.0,{}
CUST_00070,IP_00685,USES_IP,1.0,{}
CUST_00070,IP_00685,USES_IP,1.0,{}
CUST_00070,IP_00685,USES_IP,1.0,{}
CUST_00070,IP_00685,USES_IP,1.0,{}
CUST_00070,IP_00685,USES_IP,1.0,{}
CUST_00070,PM_0283,USES_PAYMENT,1.0,{}
CUST_00070,PM_0283,USES_PAYMENT,1.0,{}
CUST_00070,PM_0283,USES_PAYMENT,1.0,{}
CUST_00070,PM_0283,USES_PAYMENT,1.0,{}
CUST_00070,PM_0283,USES_PAYMENT,1.0,{}
CUST_00070,PM_0283,USES_PAYMENT,1.0,{}
CUST_00070,PM_0283,USES_PAYMENT,1.0,{}
CUST_00070,PM_0283,USES_PAYMENT,1.0,{}
CUST_00070,PM_0283,USES_PAYMENT,1.0,{}
CUST_00070,TXN_01878,INITIATED,1.0,"{""timestamp"": ""2026-01-12T11:00:14""}"
CUST_00070,DEV_0063,USES_DEVICE,1.0,{}
CUST_00070,DEV_0063,USES_DEVICE,1.0,{}
CUST_00070,DEV_0063,USES_DEVICE,1.0,{}
CUST_00070,DEV_0063,USES_DEVICE,1.0,{}
CUST_00070,DEV_0063,USES_DEVICE,1.0,{}
CUST_00070,DEV_0063,USES_DEVICE,1.0,{}
CUST_00070,DEV_0063,USES_DEVICE,1.0,{}
CUST_00070,DEV_0063,USES_DEVICE,1.0,{}
CUST_00070,TXN_01942,INITIATED,1.0,"{""timestamp"": ""2026-01-13T00:42:32""}"
CUST_00070,TXN_02104,INITIATED,1.0,"{""timestamp"": ""2026-01-14T01:59:30""}"
CUST_00070,TXN_02239,INITIATED,1.0,"{""timestamp"": ""2026-01-14T14:53:49""}"
CUST_00070,TXN_04646,INITIATED,1.0,"{""timestamp"": ""2026-01-29T12:45:56""}"
CUST_00070,TXN_06502,INITIATED,1.0,"{""timestamp"": ""2026-02-09T11:52:05""}"
CUST_00070,TXN_08003,INITIATED,1.0,"{""timestamp"": ""2026-02-18T07:38:35""}"
CUST_00070,TXN_08173,INITIATED,1.0,"{""timestamp"": ""2026-02-19T07:01:26""}"
CUST_00071,TXN_01326,INITIATED,1.0,"{""timestamp"": ""2026-01-09T03:09:35""}"
CUST_00071,DEV_0099,USES_DEVICE,1.0,{}
CUST_00071,DEV_0099,USES_DEVICE,1.0,{}
CUST_00071,DEV_0099,USES_DEVICE,1.0,{}
CUST_00071,IP_00354,USES_IP,1.0,{}
CUST_00071,IP_00354,USES_IP,1.0,{}
CUST_00071,IP_00354,USES_IP,1.0,{}
CUST_00071,IP_00354,USES_IP,1.0,{}
CUST_00071,IP_00354,USES_IP,1.0,{}
CUST_00071,PM_0431,USES_PAYMENT,1.0,{}
CUST_00071,PM_0431,USES_PAYMENT,1.0,{}
CUST_00071,PM_0431,USES_PAYMENT,1.0,{}
CUST_00071,PM_0431,USES_PAYMENT,1.0,{}
CUST_00071,PM_0431,USES_PAYMENT,1.0,{}
CUST_00071,TXN_02413,INITIATED,1.0,"{""timestamp"": ""2026-01-15T16:21:24""}"
CUST_00071,TXN_03473,INITIATED,1.0,"{""timestamp"": ""2026-01-22T06:10:25""}"
CUST_00071,DEV_0187,USES_DEVICE,1.0,{}
CUST_00071,DEV_0187,USES_DEVICE,1.0,{}
CUST_00071,TXN_06705,INITIATED,1.0,"{""timestamp"": ""2026-02-10T15:22:44""}"
CUST_00071,TXN_08823,INITIATED,1.0,"{""timestamp"": ""2026-02-23T02:26:24""}"
CUST_00072,TXN_01005,INITIATED,1.0,"{""timestamp"": ""2026-01-07T03:06:09""}"
CUST_00072,DEV_0495,USES_DEVICE,1.0,{}
CUST_00072,DEV_0495,USES_DEVICE,1.0,{}
CUST_00072,DEV_0495,USES_DEVICE,1.0,{}
CUST_00072,DEV_0495,USES_DEVICE,1.0,{}
CUST_00072,DEV_0495,USES_DEVICE,1.0,{}
