ring_id,customer_id,individual_risk_score,network_risk_score,is_core_member
FR_010,CUST_00807,14.31,85.0,False
FR_010,CUST_01041,10.26,85.0,False
FR_010,CUST_01978,11.72,85.0,False
FR_011,CUST_00872,13.03,79.68,False
FR_011,CUST_01782,6.83,79.68,False
FR_011,CUST_00922,9.77,79.68,False
FR_011,CUST_01170,27.82,79.68,False
FR_011,CUST_00845,8.93,79.68,False
FR_011,CUST_00324,7.85,79.68,False
FR_011,CUST_01804,16.33,79.68,False
FR_011,CUST_01853,22.19,79.68,False
FR_011,CUST_00408,18.29,79.68,False
FR_011,CUST_00985,7.88,79.68,False
FR_011,CUST_00193,9.93,79.68,True
FR_011,CUST_00045,20.54,79.68,False
FR_011,CUST_00413,10.86,79.68,False
FR_011,CUST_01581,12.25,79.68,False
FR_011,CUST_00886,13.46,79.68,False
FR_011,CUST_00523,8.56,79.68,False
FR_011,CUST_01398,19.65,79.68,False
FR_011,CUST_00633,8.72,79.68,False
FR_011,CUST_01484,10.33,79.68,False
FR_011,CUST_00528,11.36,79.68,False
FR_011,CUST_01874,15.94,79.68,False
FR_011,CUST_00280,12.63,79.68,False
FR_011,CUST_01130,15.41,79.68,False
FR_011,CUST_00379,9.06,79.68,False
FR_011,CUST_00147,10.93,79.68,False
FR_011,CUST_01194,14.43,79.68,False
FR_011,CUST_00601,11.91,79.68,False
FR_011,CUST_00975,14.36,79.68,False
FR_011,CUST_00440,31.78,79.68,False
FR_011,CUST_00921,11.66,79.68,False
FR_011,CUST_01741,10.55,79.68,False
FR_011,CUST_01342,12.77,79.68,False
FR_011,CUST_01999,20.84,79.68,False
FR_011,CUST_01301,23.28,79.68,False
FR_011,CUST_00948,21.27,79.68,False
FR_011,CUST_01709,8.39,79.68,False
FR_011,CUST_01653,19.04,79.68,False
FR_011,CUST_01480,16.85,79.68,False
FR_011,CUST_01399,25.28,79.68,False
FR_011,CUST_00745,19.32,79.68,False
FR_011,CUST_00827,12.1,79.68,False
FR_011,CUST_01681,16.49,79.68,False
FR_011,CUST_00648,23.05,79.68,False
FR_011,CUST_01504,8.52,79.68,False
FR_011,CUST_00201,17.75,79.68,False
FR_011,CUST_01632,21.92,79.68,False
FR_011,CUST_00010,14.66,79.68,False
FR_011,CUST_00421,11.5,79.68,False
FR_011,CUST_00538,11.38,79.68,False
FR_011,CUST_01994,17.13,79.68,False
FR_011,CUST_00752,14.23,79.68,False
FR_011,CUST_01779,10.06,79.68,False
FR_011,CUST_00854,10.5,79.68,False
FR_011,CUST_01898,9.32,79.68,False
FR_011,CUST_00940,19.93,79.68,False
FR_011,CUST_01499,10.81,79.68,False
FR_011,CUST_01950,14.25,79.68,False
FR_011,CUST_00084,11.13,79.68,False
FR_011,CUST_01774,11.14,79.68,False
FR_011,CUST_00037,28.28,79.68,False
FR_011,CUST_01420,15.47,79.68,False
FR_011,CUST_01369,11.87,79.68,False
FR_011,CUST_01188,12.63,79.68,False
FR_011,CUST_01103,21.86,79.68,False
FR_011,CUST_00756,12.37,79.68,False
FR_011,CUST_01691,12.37,79.68,False
FR_011,CUST_00535,14.59,79.68,False
FR_011,CUST_01541,20.87,79.68,False
FR_011,CUST_00933,16.37,79.68,False
FR_012,CUST_01833,13.74,85.0,False
FR_012,CUST_01424,7.35,85.0,False
FR_012,CUST_01473,27.03,85.0,False
FR_012,CUST_00250,49.69,85.0,False
FR_012,CUST_00806,14.61,85.0,False
FR_012,CUST_01705,8.96,85.0,False
FR_012,CUST_01072,21.56,85.0,False
FR_012,CUST_01344,11.62,85.0,False
FR_012,CUST_00969,16.24,85.0,False
FR_012,CUST_00318,15.64,85.0,False
FR_012,CUST_01218,14.54,85.0,False
FR_012,CUST_01886,13.08,85.0,False
FR_012,CUST_01724,12.83,85.0,False
FR_012,CUST_01817,8.74,85.0,False
FR_012,CUST_00165,9.6,85.0,False
FR_012,CUST_00309,21.65,85.0,False
FR_012,CUST_00388,12.18,85.0,False
FR_012,CUST_00557,32.38,85.0,False
FR_012,CUST_00316,14.11,85.0,False
FR_012,CUST_00150,32.84,85.0,False
FR_012,CUST_00230,11.01,85.0,False
FR_012,CUST_00664,17.77,85.0,False
FR_012,CUST_01261,13.68,85.0,False
FR_012,CUST_00169,6.47,85.0,True
FR_012,CUST_01573,11.51,85.0,False
FR_012,CUST_00734,14.75,85.0,False
FR_012,CUST_01808,66.67,85.0,False
FR_012,CUST_01447,8.1,85.0,False
FR_012,CUST_01409,8.19,85.0,False
FR_012,CUST_00188,41.73,85.0,False
FR_012,CUST_01694,15.82,85.0,False
FR_012,CUST_01818,15.1,85.0,False
FR_012,CUST_01838,13.1,85.0,False
FR_012,CUST_01867,42.17,85.0,False
FR_012,CUST_00998,8.68,85.0,False
FR_012,CUST_01820,10.88,85.0,False
FR_012,CUST_01272,10.32,85.0,False
FR_012,CUST_00667,22.92,85.0,False
FR_012,CUST_00692,33.61,85.0,False
FR_012,CUST_01746,6.41,85.0,False
FR_012,CUST_01711,10.81,85.0,False
FR_012,CUST_01636,8.98,85.0,False
FR_012,CUST_01357,11.31,85.0,False
FR_012,CUST_01560,13.35,85.0,False
FR_012,CUST_00665,24.92,85.0,False
FR_012,CUST_01389,16.95,85.0,False
FR_012,CUST_00723,27.06,85.0,False
FR_012,CUST_00997,35.85,85.0,False
FR_012,CUST_00226,10.95,85.0,False
FR_012,CUST_00865,13.77,85.0,False
FR_012,CUST_01238,17.79,85.0,False
FR_012,CUST_00143,11.91,85.0,False
FR_012,CUST_01029,13.64,85.0,False
FR_012,CUST_00808,9.22,85.0,False
FR_012,CUST_01395,8.89,85.0,False
FR_012,CUST_00308,9.42,85.0,False
FR_012,CUST_01688,19.26,85.0,False
FR_012,CUST_01423,11.45,85.0,False
FR_012,CUST_01404,11.9,85.0,False
FR_012,CUST_01040,14.08,85.0,False
FR_012,CUST_01566,17.11,85.0,False
FR_012,CUST_01197,7.31,85.0,False
FR_012,CUST_01948,11.99,85.0,False
FR_012,CUST_01467,27.61,85.0,False
FR_012,CUST_00470,26.95,85.0,False
FR_012,CUST_00645,18.62,85.0,False
FR_012,CUST_00776,14.56,85.0,False
FR_012,CUST_01230,11.42,85.0,False
FR_012,CUST_01787,19.97,85.0,False
FR_012,CUST_01052,7.95,85.0,False
FR_012,CUST_01689,11.81,85.0,False
FR_012,CUST_00133,17.07,85.0,False
FR_012,CUST_01202,9.31,85.0,False
FR_012,CUST_01143,14.03,85.0,False
FR_012,CUST_00753,50.67,85.0,False
FR_012,CUST_00369,11.84,85.0,False
FR_012,CUST_01140,10.37,85.0,False
FR_012,CUST_00070,24.75,85.0,False
FR_012,CUST_00905,22.39,85.0,False
FR_012,CUST_00090,8.9,85.0,False
FR_012,CUST_01136,11.34,85.0,False
FR_012,CUST_01472,15.57,85.0,False
FR_012,CUST_00322,18.17,85.0,False
FR_012,CUST_00088,20.5,85.0,False
FR_012,CUST_01129,11.94,85.0,False
FR_012,CUST_01542,18.12,85.0,False
FR_012,CUST_01842,25.79,85.0,False
FR_012,CUST_01368,9.73,85.0,False
FR_012,CUST_00486,12.64,85.0,False
FR_012,CUST_00194,11.56,85.0,False
FR_012,CUST_00930,14.36,85.0,False
FR_012,CUST_01551,10.84,85.0,False
FR_012,CUST_00113,16.43,85.0,False
FR_012,CUST_01133,11.62,85.0,False
FR_012,CUST_01008,15.76,85.0,False
FR_012,CUST_01026,11.57,85.0,False
FR_012,CUST_01620,30.05,85.0,False
FR_012,CUST_00698,9.28,85.0,False
FR_012,CUST_00272,9.89,85.0,False
FR_013,CUST_00237,22.48,85.0,False
FR_013,CUST_01330,36.46,85.0,False
FR_013,CUST_00099,12.18,85.0,False
FR_013,CUST_00836,19.0,85.0,False
FR_013,CUST_01910,9.47,85.0,False
FR_013,CUST_01464,12.16,85.0,False
FR_013,CUST_01010,9.46,85.0,False
FR_013,CUST_01036,14.58,85.0,False
FR_013,CUST_00042,26.99,85.0,False
FR_013,CUST_00093,13.23,85.0,False
FR_013,CUST_00942,15.19,85.0,False
FR_013,CUST_01462,16.66,85.0,False
FR_013,CUST_00304,12.44,85.0,False
FR_013,CUST_01378,7.8,85.0,False
FR_013,CUST_00177,7.7,85.0,False
FR_013,CUST_01607,7.77,85.0,False
FR_013,CUST_01643,33.31,85.0,False
FR_013,CUST_01292,21.3,85.0,False
FR_013,CUST_00085,19.45,85.0,False
FR_013,CUST_00751,11.51,85.0,False
FR_013,CUST_00346,12.74,85.0,False
FR_013,CUST_01138,10.18,85.0,False
FR_013,CUST_01613,9.07,85.0,False
FR_013,CUST_00396,7.16,85.0,False
FR_013,CUST_00256,20.75,85.0,False
FR_013,CUST_01801,45.78,85.0,False
FR_013,CUST_01957,10.78,85.0,False
FR_013,CUST_00548,11.83,85.0,False
FR_013,CUST_01453,11.64,85.0,False
FR_013,CUST_00795,9.9,85.0,False
FR_013,CUST_01153,11.28,85.0,False
FR_013,CUST_01256,11.27,85.0,False
FR_013,CUST_01629,12.15,85.0,False
FR_013,CUST_00707,13.32,85.0,False
FR_013,CUST_00337,12.27,85.0,False
FR_013,CUST_01254,8.38,85.0,False
FR_013,CUST_00102,14.16,85.0,False
FR_013,CUST_01073,16.34,85.0,False
FR_013,CUST_01515,47.38,85.0,False
FR_013,CUST_01060,19.79,85.0,False
FR_013,CUST_01224,34.82,85.0,False
FR_013,CUST_00873,12.97,85.0,False
FR_013,CUST_01513,10.84,85.0,False
FR_013,CUST_00127,18.7,85.0,False
FR_013,CUST_00211,31.89,85.0,False
FR_013,CUST_00449,10.72,85.0,False
FR_013,CUST_00146,51.23,85.0,False
FR_013,CUST_00465,16.62,85.0,False
FR_013,CUST_00657,10.0,85.0,False
FR_013,CUST_01674,18.25,85.0,False
FR_013,CUST_00334,13.94,85.0,False
FR_013,CUST_00354,22.59,85.0,False
FR_013,CUST_01943,11.47,85.0,False
FR_013,CUST_00168,41.81,85.0,False
FR_013,CUST_00896,11.68,85.0,False
FR_013,CUST_00686,9.32,85.0,False
FR_013,CUST_01021,14.94,85.0,False
FR_013,CUST_01931,16.73,85.0,False
FR_013,CUST_00431,34.88,85.0,False
FR_013,CUST_00678,13.02,85.0,False
FR_013,CUST_01105,22.41,85.0,False
FR_013,CUST_01488,10.59,85.0,False
FR_013,CUST_01184,9.32,85.0,False
FR_013,CUST_01293,10.86,85.0,False
FR_013,CUST_01996,11.74,85.0,False
FR_013,CUST_00621,12.97,85.0,False
FR_013,CUST_01729,9.44,85.0,False
FR_013,CUST_00973,7.8,85.0,False
FR_013,CUST_01459,8.0,85.0,False
FR_013,CUST_01802,18.15,85.0,False
FR_013,CUST_01810,13.35,85.0,False
FR_013,CUST_00027,26.86,85.0,False
FR_013,CUST_01596,17.11,85.0,True
FR_013,CUST_01278,11.62,85.0,False
FR_013,CUST_00785,20.88,85.0,False
FR_013,CUST_00478,18.33,85.0,False
FR_013,CUST_00564,8.15,85.0,False
FR_013,CUST_00694,23.6,85.0,False
FR_013,CUST_00911,17.62,85.0,False
FR_013,CUST_01043,41.89,85.0,False
FR_013,CUST_01670,29.29,85.0,False
FR_013,CUST_01990,13.93,85.0,False
FR_013,CUST_01768,11.28,85.0,False
FR_013,CUST_00156,14.18,85.0,False
FR_013,CUST_00695,18.39,85.0,False
FR_013,CUST_01159,19.44,85.0,False
FR_013,CUST_00514,10.33,85.0,False
FR_013,CUST_00236,43.02,85.0,False
FR_013,CUST_00758,41.78,85.0,False
FR_013,CUST_01229,9.69,85.0,False
FR_013,CUST_00592,12.74,85.0,False
FR_013,CUST_00763,14.43,85.0,False
FR_013,CUST_00974,21.75,85.0,False
FR_013,CUST_01027,17.97,85.0,False
FR_013,CUST_01266,13.82,85.0,False
FR_013,CUST_00996,37.11,85.0,False
FR_013,CUST_01519,14.83,85.0,False
FR_013,CUST_01798,9.26,85.0,False
FR_013,CUST_00501,10.46,85.0,False
FR_014,CUST_01107,7.75,68.0,False
FR_014,CUST_01502,18.63,68.0,False
FR_014,CUST_00345,18.26,68.0,False
FR_014,CUST_00469,10.88,68.0,False
FR_014,CUST_01642,18.67,68.0,False
FR_014,CUST_00784,11.08,68.0,False
FR_014,CUST_01656,11.15,68.0,False
FR_014,CUST_00700,10.65,68.0,False
FR_014,CUST_01391,13.93,68.0,False
FR_014,CUST_00494,12.68,68.0,False
FR_014,CUST_00589,15.3,68.0,False
FR_014,CUST_01385,15.3,68.0,False
FR_014,CUST_00913,13.94,68.0,False
FR_014,CUST_00170,14.16,68.0,False
FR_014,CUST_01203,12.82,68.0,False
FR_014,CUST_00616,10.58,68.0,False
FR_014,CUST_00833,15.21,68.0,False
FR_014,CUST_01567,9.24,68.0,False
FR_014,CUST_01191,11.86,68.0,False
FR_014,CUST_00848,14.49,68.0,False
FR_014,CUST_00439,12.57,68.0,False
FR_014,CUST_00286,11.65,68.0,False
FR_014,CUST_01082,24.82,68.0,False
FR_014,CUST_01431,17.83,68.0,False
FR_014,CUST_01187,8.36,68.0,True
FR_014,CUST_00864,10.27,68.0,False
FR_014,CUST_00946,12.98,68.0,False
FR_014,CUST_01584,7.99,68.0,False
FR_014,CUST_00049,38.15,68.0,False
FR_014,CUST_01015,12.74,68.0,False
FR_014,CUST_02000,40.03,68.0,False
FR_014,CUST_00212,16.48,68.0,False
FR_014,CUST_01485,16.12,68.0,False
FR_014,CUST_00672,37.67,68.0,False
FR_014,CUST_00035,34.49,68.0,False
FR_014,CUST_00496,9.22,68.0,False
FR_014,CUST_01769,16.3,68.0,False
FR_014,CUST_00022,7.12,68.0,False
FR_014,CUST_00103,7.5,68.0,False
FR_014,CUST_00521,22.77,68.0,False
FR_014,CUST_00126,41.7,68.0,False
FR_014,CUST_00171,10.97,68.0,False
FR_014,CUST_00696,14.63,68.0,False
FR_014,CUST_01585,19.23,68.0,False
FR_014,CUST_01491,9.6,68.0,False
FR_014,CUST_01333,9.66,68.0,False
FR_014,CUST_01879,14.92,68.0,False
FR_014,CUST_01205,11.99,68.0,False
FR_014,CUST_00689,8.27,68.0,False
FR_015,CUST_00912,16.04,96.95,False
FR_015,CUST_00898,13.58,96.95,False
FR_015,CUST_00877,24.6,96.95,False
FR_015,CUST_01044,11.04,96.95,False
FR_015,CUST_01066,11.27,96.95,False
FR_015,CUST_01098,9.09,96.95,False
FR_015,CUST_00804,41.83,96.95,False
FR_015,CUST_00204,10.22,96.95,False
FR_015,CUST_01233,11.55,96.95,False
FR_015,CUST_00818,7.9,96.95,False
FR_015,CUST_00029,24.27,96.95,False
FR_015,CUST_01247,8.82,96.95,False
FR_015,CUST_01940,9.76,96.95,False
FR_015,CUST_01046,26.35,96.95,False
FR_015,CUST_00462,9.94,96.95,False
FR_015,CUST_00778,12.03,96.95,False
FR_015,CUST_00713,39.22,96.95,False
FR_015,CUST_00919,11.25,96.95,False
FR_015,CUST_01612,11.85,96.95,False
FR_015,CUST_00732,38.72,96.95,False
FR_015,CUST_00679,18.05,96.95,False
FR_015,CUST_00032,21.2,96.95,False
FR_015,CUST_00118,20.45,96.95,False
FR_015,CUST_01651,13.99,96.95,False
FR_015,CUST_00208,8.76,96.95,False
FR_015,CUST_01777,9.8,96.95,False
FR_015,CUST_01934,12.39,96.95,False
FR_015,CUST_00425,11.02,96.95,False
FR_015,CUST_00031,19.75,96.95,False
FR_015,CUST_01071,11.63,96.95,False
FR_015,CUST_00660,7.33,96.95,False
FR_015,CUST_00682,19.29,96.95,False
FR_015,CUST_01049,15.48,96.95,False
FR_015,CUST_00432,9.7,96.95,False
FR_015,CUST_00484,26.29,96.95,False
FR_015,CUST_01583,10.58,96.95,False
FR_015,CUST_01379,39.15,96.95,False
FR_015,CUST_00738,37.72,96.95,False
FR_015,CUST_01859,31.05,96.95,False
FR_015,CUST_00846,15.77,96.95,False
FR_015,CUST_00492,16.08,96.95,False
FR_015,CUST_00409,9.05,96.95,False
FR_015,CUST_00963,13.41,96.95,False
FR_015,CUST_00890,19.76,96.95,False
FR_015,CUST_00276,13.69,96.95,False
FR_015,CUST_01913,15.13,96.95,False
FR_015,CUST_00757,10.87,96.95,False
FR_015,CUST_00033,20.99,96.95,False
FR_015,CUST_00604,8.67,96.95,False
FR_015,CUST_00028,29.77,96.95,False
FR_015,CUST_00207,10.87,96.95,False
FR_015,CUST_00789,12.22,96.95,False
FR_015,CUST_00122,18.99,96.95,False
FR_015,CUST_00030,20.86,96.95,True
FR_015,CUST_01139,15.45,96.95,False
FR_015,CUST_00625,15.1,96.95,False
FR_015,CUST_00295,14.64,96.95,False
FR_015,CUST_00249,25.56,96.95,False
FR_015,CUST_01411,10.04,96.95,False
FR_015,CUST_00023,12.54,96.95,False
FR_015,CUST_01461,19.65,96.95,False
FR_015,CUST_00800,17.85,96.95,False
FR_015,CUST_01179,10.82,96.95,False
FR_015,CUST_01828,8.82,96.95,False
FR_015,CUST_01092,15.44,96.95,False
FR_015,CUST_01945,17.74,96.95,False
FR_015,CUST_01565,25.27,96.95,False
FR_015,CUST_00909,14.13,96.95,False
FR_015,CUST_01615,17.81,96.95,False
FR_015,CUST_00105,26.42,96.95,False
FR_015,CUST_00559,23.73,96.95,False
FR_015,CUST_01598,16.62,96.95,False
FR_015,CUST_01448,17.78,96.95,False
FR_015,CUST_01077,38.17,96.95,False
FR_015,CUST_00897,9.63,96.95,False
FR_015,CUST_01318,9.09,96.95,False
FR_015,CUST_00971,9.6,96.95,False
FR_015,CUST_00364,11.74,96.95,False
FR_015,CUST_00335,8.99,96.95,False
FR_015,CUST_01803,8.29,96.95,False
FR_015,CUST_00196,13.15,96.95,False
FR_015,CUST_00347,27.05,96.95,False
FR_015,CUST_01394,9.47,96.95,False
FR_015,CUST_01062,29.04,96.95,False
FR_015,CUST_00901,20.42,96.95,False
FR_015,CUST_01696,10.49,96.95,False
FR_016,CUST_01064,15.17,96.9,False
FR_016,CUST_01096,16.14,96.9,False
FR_016,CUST_01471,17.93,96.9,False
FR_016,CUST_01211,17.74,96.9,False
FR_016,CUST_01181,12.29,96.9,False
FR_016,CUST_00145,18.51,96.9,False
FR_016,CUST_01526,10.41,96.9,False
FR_016,CUST_00186,16.9,96.9,False
FR_016,CUST_01076,32.67,96.9,False
FR_016,CUST_00786,13.02,96.9,False
FR_016,CUST_00720,9.69,96.9,False
FR_016,CUST_00727,14.52,96.9,False
FR_016,CUST_00595,24.12,96.9,False
FR_016,CUST_00389,34.54,96.9,False
FR_016,CUST_01539,41.95,96.9,False
FR_016,CUST_01236,25.06,96.9,False
FR_016,CUST_01870,18.38,96.9,False
FR_016,CUST_00712,13.51,96.9,False
FR_016,CUST_01927,13.36,96.9,False
FR_016,CUST_01669,11.54,96.9,False
FR_016,CUST_01981,11.12,96.9,False
FR_016,CUST_00961,14.6,96.9,False
FR_016,CUST_00953,15.5,96.9,False
FR_016,CUST_00174,10.45,96.9,False
FR_016,CUST_01677,10.46,96.9,False
FR_016,CUST_00115,10.96,96.9,False
FR_016,CUST_01942,13.4,96.9,False
FR_016,CUST_01912,8.34,96.9,False
FR_016,CUST_00149,19.18,96.9,False
FR_016,CUST_00580,24.66,96.9,False
FR_016,CUST_00875,14.47,96.9,False
FR_016,CUST_00741,19.6,96.9,False
FR_016,CUST_00779,16.97,96.9,False
FR_016,CUST_01718,16.49,96.9,False
FR_016,CUST_00428,19.06,96.9,False
FR_016,CUST_01722,22.94,96.9,False
FR_016,CUST_01232,8.9,96.9,False
FR_016,CUST_01690,19.65,96.9,False
FR_016,CUST_00104,24.08,96.9,False
FR_016,CUST_00861,14.79,96.9,False
FR_016,CUST_00569,18.72,96.9,False
FR_016,CUST_00943,48.96,96.9,False
FR_016,CUST_00363,10.24,96.9,False
FR_016,CUST_01699,10.94,96.9,False
FR_016,CUST_00235,9.84,96.9,False
FR_016,CUST_00397,14.49,96.9,False
FR_016,CUST_01825,18.74,96.9,False
FR_016,CUST_01116,12.01,96.9,False
FR_016,CUST_00375,10.19,96.9,False
FR_016,CUST_00685,7.74,96.9,False
FR_016,CUST_01039,6.89,96.9,False
FR_016,CUST_00816,41.85,96.9,False
FR_016,CUST_01123,12.1,96.9,False
FR_016,CUST_01465,9.16,96.9,False
FR_016,CUST_01262,8.25,96.9,False
FR_016,CUST_01094,17.17,96.9,False
FR_016,CUST_01037,10.89,96.9,False
FR_016,CUST_01327,14.84,96.9,False
FR_016,CUST_01239,13.43,96.9,False
FR_016,CUST_00341,16.62,96.9,False
FR_016,CUST_01730,8.14,96.9,False
FR_016,CUST_01284,8.59,96.9,False
FR_016,CUST_00736,7.81,96.9,False
FR_016,CUST_00078,16.95,96.9,False
FR_016,CUST_00197,15.98,96.9,False
FR_016,CUST_00690,18.49,96.9,False
FR_016,CUST_00737,14.36,96.9,False
FR_016,CUST_01916,15.38,96.9,False
FR_016,CUST_01630,17.95,96.9,False
FR_016,CUST_01528,10.52,96.9,False
FR_016,CUST_00190,11.34,96.9,False
FR_016,CUST_00926,9.22,96.9,False
FR_016,CUST_00476,7.25,96.9,False
FR_016,CUST_01851,8.68,96.9,False
FR_016,CUST_01776,8.36,96.9,False
FR_016,CUST_00246,10.85,96.9,True
FR_016,CUST_00175,9.01,96.9,False
FR_016,CUST_00422,17.91,96.9,False
FR_016,CUST_01119,13.51,96.9,False
FR_016,CUST_00883,8.81,96.9,False
FR_016,CUST_00148,13.39,96.9,False
FR_016,CUST_01641,12.65,96.9,False
FR_016,CUST_00907,14.05,96.9,False
FR_016,CUST_00894,27.8,96.9,False
FR_016,CUST_01255,8.45,96.9,False
FR_016,CUST_00140,18.03,96.9,False
FR_016,CUST_01056,8.78,96.9,False
FR_016,CUST_00652,7.81,96.9,False
FR_016,CUST_01352,12.82,96.9,False
FR_016,CUST_00384,11.74,96.9,False
FR_016,CUST_01322,10.54,96.9,False
FR_016,CUST_01019,10.97,96.9,False
FR_016,CUST_00479,17.73,96.9,False
FR_016,CUST_00262,12.62,96.9,False
FR_016,CUST_00561,10.73,96.9,False
FR_016,CUST_01498,16.93,96.9,False
FR_016,CUST_00680,9.24,96.9,False
FR_017,CUST_00416,44.05,100.0,False
FR_017,CUST_01340,14.74,100.0,False
FR_017,CUST_00904,18.51,100.0,False
FR_017,CUST_01375,14.04,100.0,False
FR_017,CUST_01463,8.02,100.0,False
FR_017,CUST_00164,10.37,100.0,True
FR_017,CUST_00359,17.67,100.0,False
FR_017,CUST_01915,24.91,100.0,False
FR_017,CUST_00445,15.81,100.0,False
FR_017,CUST_00303,6.95,100.0,False
FR_017,CUST_00729,15.64,100.0,False
FR_017,CUST_00320,12.37,100.0,False
FR_017,CUST_01537,9.64,100.0,False
FR_017,CUST_00884,14.91,100.0,False
FR_017,CUST_01697,11.55,100.0,False
FR_017,CUST_00342,20.9,100.0,False
FR_017,CUST_01490,13.72,100.0,False
FR_017,CUST_00373,27.0,100.0,False
FR_017,CUST_00906,21.52,100.0,False
FR_017,CUST_00637,11.04,100.0,False
FR_017,CUST_01763,7.79,100.0,False
FR_017,CUST_00151,11.27,100.0,False
FR_017,CUST_00927,12.49,100.0,False
FR_017,CUST_00857,9.33,100.0,False
FR_017,CUST_01764,14.06,100.0,False
FR_017,CUST_00659,15.11,100.0,False
FR_017,CUST_01976,10.23,100.0,False
FR_017,CUST_01183,51.77,100.0,False
FR_017,CUST_01890,16.38,100.0,False
FR_017,CUST_01294,25.56,100.0,False
FR_017,CUST_00965,9.6,100.0,False
FR_017,CUST_00109,9.98,100.0,False
FR_017,CUST_01824,11.65,100.0,False
FR_017,CUST_00257,16.98,100.0,False
FR_017,CUST_01638,29.74,100.0,False
FR_017,CUST_00839,11.57,100.0,False
FR_017,CUST_00631,9.06,100.0,False
FR_017,CUST_01245,11.71,100.0,False
FR_017,CUST_01902,12.19,100.0,False
FR_017,CUST_00167,11.19,100.0,False
FR_017,CUST_01873,54.47,100.0,False
FR_017,CUST_00374,33.83,100.0,False
FR_017,CUST_01829,54.61,100.0,False
FR_017,CUST_00488,19.68,100.0,False
FR_017,CUST_00989,15.02,100.0,False
FR_017,CUST_01719,19.82,100.0,False
FR_017,CUST_00178,9.18,100.0,False
FR_017,CUST_01955,11.99,100.0,False
FR_017,CUST_00582,22.51,100.0,False
FR_017,CUST_01861,10.4,100.0,False
FR_017,CUST_01068,23.38,100.0,False
FR_017,CUST_00622,11.25,100.0,False
FR_017,CUST_01196,16.96,100.0,False
FR_017,CUST_00310,13.95,100.0,False
FR_017,CUST_00182,20.91,100.0,False
FR_017,CUST_01988,15.34,100.0,False
FR_017,CUST_00002,49.31,100.0,False
FR_017,CUST_01110,19.39,100.0,False
FR_017,CUST_00924,14.99,100.0,False
FR_017,CUST_01738,10.09,100.0,False
FR_017,CUST_01486,14.4,100.0,False
FR_017,CUST_01025,22.93,100.0,False
FR_017,CUST_01086,10.12,100.0,False
FR_017,CUST_01635,42.68,100.0,False
FR_017,CUST_00553,9.01,100.0,False
FR_017,CUST_01444,13.55,100.0,False
FR_017,CUST_00591,13.18,100.0,False
FR_017,CUST_00040,29.75,100.0,False
FR_017,CUST_01606,42.27,100.0,False
FR_017,CUST_00459,11.59,100.0,False
FR_017,CUST_01317,10.51,100.0,False
FR_017,CUST_00812,16.29,100.0,False
FR_017,CUST_01356,12.55,100.0,False
FR_017,CUST_01693,8.13,100.0,False
FR_017,CUST_00769,12.76,100.0,False
FR_017,CUST_01083,15.79,100.0,False
FR_017,CUST_00485,13.93,100.0,False
FR_017,CUST_01854,12.81,100.0,False
FR_017,CUST_01644,11.07,100.0,False
FR_017,CUST_01761,14.07,100.0,False
FR_017,CUST_01384,26.64,100.0,False
FR_017,CUST_01837,12.02,100.0,False
FR_017,CUST_00856,10.71,100.0,False
FR_017,CUST_00187,10.77,100.0,False
FR_017,CUST_00814,12.0,100.0,False
FR_017,CUST_00132,10.02,100.0,False
FR_017,CUST_00668,18.87,100.0,False
FR_017,CUST_00038,22.76,100.0,False
FR_017,CUST_00387,18.39,100.0,False
FR_017,CUST_00597,32.73,100.0,False
FR_017,CUST_01962,41.92,100.0,False
FR_017,CUST_01985,14.53,100.0,False
FR_017,CUST_00092,8.49,100.0,False
FR_017,CUST_00385,9.75,100.0,False
FR_017,CUST_00278,11.81,100.0,False
FR_017,CUST_01034,19.04,100.0,False
FR_017,CUST_01114,9.02,100.0,False
FR_017,CUST_00259,13.19,100.0,False
FR_017,CUST_01058,9.74,100.0,False
FR_017,CUST_01109,8.88,100.0,False
FR_017,CUST_00162,41.99,100.0,False
FR_017,CUST_00962,18.18,100.0,False
FR_017,CUST_01750,14.37,100.0,False
FR_017,CUST_01496,12.63,100.0,False
FR_017,CUST_00203,8.41,100.0,False
FR_017,CUST_01457,14.31,100.0,False
FR_017,CUST_00473,14.91,100.0,False
FR_017,CUST_00376,11.5,100.0,False
FR_017,CUST_00312,11.18,100.0,False
FR_017,CUST_01745,7.87,100.0,False
FR_017,CUST_01436,41.96,100.0,False
FR_017,CUST_01698,9.38,100.0,False
FR_017,CUST_01903,16.43,100.0,False
FR_017,CUST_00404,14.27,100.0,False
FR_017,CUST_01721,15.66,100.0,False
FR_017,CUST_01312,10.54,100.0,False
FR_017,CUST_00491,8.54,100.0,False
FR_017,CUST_01901,15.09,100.0,False
FR_017,CUST_00282,20.15,100.0,False
FR_017,CUST_01928,12.15,100.0,False
FR_017,CUST_01483,40.0,100.0,False
FR_017,CUST_01965,12.34,100.0,False
FR_017,CUST_01120,20.33,100.0,False
FR_017,CUST_01579,16.36,100.0,False
FR_017,CUST_01964,17.85,100.0,False
FR_017,CUST_01104,9.45,100.0,False
FR_017,CUST_00247,8.63,100.0,False
FR_017,CUST_00258,9.4,100.0,False
FR_017,CUST_01118,41.7,100.0,False
FR_017,CUST_01788,12.18,100.0,False
FR_017,CUST_01796,11.06,100.0,False
FR_017,CUST_01628,8.3,100.0,False
