node_id,node_type,label,metadata
TXN_00941,Transaction,TXN_00941,"{""amount"": 34314.19, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-06T13:50:08""}"
TXN_00942,Transaction,TXN_00942,"{""amount"": 97.28, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Chennai"", ""timestamp"": ""2026-01-06T14:05:06""}"
TXN_00943,Transaction,TXN_00943,"{""amount"": 478.53, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Pune"", ""timestamp"": ""2026-01-06T14:14:47""}"
TXN_00944,Transaction,TXN_00944,"{""amount"": 49600.75, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-06T14:23:53""}"
TXN_00945,Transaction,TXN_00945,"{""amount"": 61.54, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-06T14:29:17""}"
TXN_00946,Transaction,TXN_00946,"{""amount"": 22745.4, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""WALLET"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-06T14:34:15""}"
TXN_00947,Transaction,TXN_00947,"{""amount"": 3729.64, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-06T14:44:33""}"
TXN_00948,Transaction,TXN_00948,"{""amount"": 179.79, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Kolkata"", ""timestamp"": ""2026-01-06T14:44:41""}"
TXN_00949,Transaction,TXN_00949,"{""amount"": 257.19, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-06T14:50:41""}"
TXN_00950,Transaction,TXN_00950,"{""amount"": 8702.83, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Ahmedabad"", ""timestamp"": ""2026-01-06T14:53:08""}"
TXN_00951,Transaction,TXN_00951,"{""amount"": 580.54, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Surat"", ""timestamp"": ""2026-01-06T14:57:24""}"
TXN_00952,Transaction,TXN_00952,"{""amount"": 154.93, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Surat"", ""timestamp"": ""2026-01-06T15:00:15""}"
TXN_00953,Transaction,TXN_00953,"{""amount"": 314.9, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Ahmedabad"", ""timestamp"": ""2026-01-06T15:01:06""}"
TXN_00954,Transaction,TXN_00954,"{""amount"": 179.76, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Hyderabad"", ""timestamp"": ""2026-01-06T15:07:47""}"
TXN_00955,Transaction,TXN_00955,"{""amount"": 110.81, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-06T15:12:47""}"
TXN_00956,Transaction,TXN_00956,"{""amount"": 276.93, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Ahmedabad"", ""timestamp"": ""2026-01-06T15:15:38""}"
TXN_00957,Transaction,TXN_00957,"{""amount"": 1500.0, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Chennai"", ""timestamp"": ""2026-01-06T15:21:11""}"
TXN_00958,Transaction,TXN_00958,"{""amount"": 11089.04, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-06T15:38:52""}"
TXN_00959,Transaction,TXN_00959,"{""amount"": 13042.51, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Surat"", ""timestamp"": ""2026-01-06T15:46:02""}"
TXN_00960,Transaction,TXN_00960,"{""amount"": 325.21, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Surat"", ""timestamp"": ""2026-01-06T15:52:23""}"
TXN_00961,Transaction,TXN_00961,"{""amount"": 713.9, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-06T16:05:43""}"
TXN_00962,Transaction,TXN_00962,"{""amount"": 11725.52, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Surat"", ""timestamp"": ""2026-01-06T16:07:12""}"
TXN_00963,Transaction,TXN_00963,"{""amount"": 2900.14, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Surat"", ""timestamp"": ""2026-01-06T16:11:45""}"
TXN_00964,Transaction,TXN_00964,"{""amount"": 7348.12, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-06T16:14:17""}"
TXN_00965,Transaction,TXN_00965,"{""amount"": 9457.94, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Hyderabad"", ""timestamp"": ""2026-01-06T16:14:29""}"
TXN_00966,Transaction,TXN_00966,"{""amount"": 260.63, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-06T16:16:38""}"
TXN_00967,Transaction,TXN_00967,"{""amount"": 280.91, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-06T16:36:56""}"
TXN_00968,Transaction,TXN_00968,"{""amount"": 8802.79, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Chennai"", ""timestamp"": ""2026-01-06T16:41:43""}"
TXN_00969,Transaction,TXN_00969,"{""amount"": 464.4, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Pune"", ""timestamp"": ""2026-01-06T16:47:32""}"
TXN_00970,Transaction,TXN_00970,"{""amount"": 550.73, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Surat"", ""timestamp"": ""2026-01-06T16:49:17""}"
TXN_00971,Transaction,TXN_00971,"{""amount"": 506.16, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-06T16:49:52""}"
TXN_00972,Transaction,TXN_00972,"{""amount"": 100.02, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Pune"", ""timestamp"": ""2026-01-06T16:52:08""}"
TXN_00973,Transaction,TXN_00973,"{""amount"": 220.98, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Pune"", ""timestamp"": ""2026-01-06T17:25:43""}"
TXN_00974,Transaction,TXN_00974,"{""amount"": 82.87, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Chennai"", ""timestamp"": ""2026-01-06T17:46:14""}"
TXN_00975,Transaction,TXN_00975,"{""amount"": 184.37, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Jaipur"", ""timestamp"": ""2026-01-06T17:47:07""}"
TXN_00976,Transaction,TXN_00976,"{""amount"": 12564.6, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Hyderabad"", ""timestamp"": ""2026-01-06T17:54:21""}"
TXN_00977,Transaction,TXN_00977,"{""amount"": 6220.14, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-06T17:57:19""}"
TXN_00978,Transaction,TXN_00978,"{""amount"": 97.46, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Kolkata"", ""timestamp"": ""2026-01-06T19:05:10""}"
TXN_00979,Transaction,TXN_00979,"{""amount"": 7169.69, ""currency"": ""INR"", ""status"": ""FAILED"", ""payment_type"": ""UPI"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-06T19:09:32""}"
TXN_00980,Transaction,TXN_00980,"{""amount"": 8687.3, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-06T19:33:26""}"
TXN_00981,Transaction,TXN_00981,"{""amount"": 401.65, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Ahmedabad"", ""timestamp"": ""2026-01-06T19:56:19""}"
TXN_00982,Transaction,TXN_00982,"{""amount"": 965.61, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-06T21:09:14""}"
TXN_00983,Transaction,TXN_00983,"{""amount"": 199.6, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-06T22:13:26""}"
TXN_00984,Transaction,TXN_00984,"{""amount"": 246.72, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""WALLET"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-06T23:20:11""}"
TXN_00985,Transaction,TXN_00985,"{""amount"": 9174.89, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-06T23:58:45""}"
TXN_00986,Transaction,TXN_00986,"{""amount"": 299.32, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Kolkata"", ""timestamp"": ""2026-01-07T00:17:36""}"
TXN_00987,Transaction,TXN_00987,"{""amount"": 123.48, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Kolkata"", ""timestamp"": ""2026-01-07T01:15:23""}"
TXN_00988,Transaction,TXN_00988,"{""amount"": 1500.0, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Pune"", ""timestamp"": ""2026-01-07T01:24:25""}"
TXN_00989,Transaction,TXN_00989,"{""amount"": 7994.35, ""currency"": ""INR"", ""status"": ""FAILED"", ""payment_type"": ""UPI"", ""city"": ""Surat"", ""timestamp"": ""2026-01-07T01:54:41""}"
TXN_00990,Transaction,TXN_00990,"{""amount"": 629.1, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Kolkata"", ""timestamp"": ""2026-01-07T02:08:45""}"
TXN_00991,Transaction,TXN_00991,"{""amount"": 1319.17, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Pune"", ""timestamp"": ""2026-01-07T02:15:32""}"
TXN_00992,Transaction,TXN_00992,"{""amount"": 1012.79, ""currency"": ""INR"", ""status"": ""FAILED"", ""payment_type"": ""UPI"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-07T02:17:53""}"
TXN_00993,Transaction,TXN_00993,"{""amount"": 1109.1, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Ahmedabad"", ""timestamp"": ""2026-01-07T02:18:00""}"
TXN_00994,Transaction,TXN_00994,"{""amount"": 14764.91, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-07T02:18:46""}"
TXN_00995,Transaction,TXN_00995,"{""amount"": 417.23, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Pune"", ""timestamp"": ""2026-01-07T02:22:54""}"
TXN_00996,Transaction,TXN_00996,"{""amount"": 287.58, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Hyderabad"", ""timestamp"": ""2026-01-07T02:25:36""}"
TXN_00997,Transaction,TXN_00997,"{""amount"": 289.99, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-07T02:25:44""}"
TXN_00998,Transaction,TXN_00998,"{""amount"": 171.81, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-07T02:26:51""}"
TXN_00999,Transaction,TXN_00999,"{""amount"": 159.73, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-07T02:35:55""}"
TXN_01000,Transaction,TXN_01000,"{""amount"": 83878.89, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Pune"", ""timestamp"": ""2026-01-07T02:42:37""}"
TXN_01001,Transaction,TXN_01001,"{""amount"": 16218.3, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-07T02:45:45""}"
TXN_01002,Transaction,TXN_01002,"{""amount"": 173.02, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Ahmedabad"", ""timestamp"": ""2026-01-07T02:54:18""}"
TXN_01003,Transaction,TXN_01003,"{""amount"": 393.9, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-07T03:00:01""}"
TXN_01004,Transaction,TXN_01004,"{""amount"": 305.17, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""WALLET"", ""city"": ""Kolkata"", ""timestamp"": ""2026-01-07T03:01:28""}"
TXN_01005,Transaction,TXN_01005,"{""amount"": 14748.67, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-07T03:06:09""}"
TXN_01006,Transaction,TXN_01006,"{""amount"": 800.46, ""currency"": ""INR"", ""status"": ""FAILED"", ""payment_type"": ""UPI"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-07T03:08:11""}"
TXN_01007,Transaction,TXN_01007,"{""amount"": 479.69, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Pune"", ""timestamp"": ""2026-01-07T03:12:26""}"
TXN_01008,Transaction,TXN_01008,"{""amount"": 10440.52, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Hyderabad"", ""timestamp"": ""2026-01-07T03:16:14""}"
TXN_01009,Transaction,TXN_01009,"{""amount"": 1174.78, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Pune"", ""timestamp"": ""2026-01-07T03:26:21""}"
TXN_01010,Transaction,TXN_01010,"{""amount"": 198.1, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""WALLET"", ""city"": ""Chennai"", ""timestamp"": ""2026-01-07T03:28:03""}"
TXN_01011,Transaction,TXN_01011,"{""amount"": 627.88, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Surat"", ""timestamp"": ""2026-01-07T03:29:03""}"
TXN_01012,Transaction,TXN_01012,"{""amount"": 451.59, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-07T03:31:49""}"
TXN_01013,Transaction,TXN_01013,"{""amount"": 13325.68, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Kolkata"", ""timestamp"": ""2026-01-07T03:33:07""}"
TXN_01014,Transaction,TXN_01014,"{""amount"": 645.97, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Pune"", ""timestamp"": ""2026-01-07T03:50:00""}"
TXN_01015,Transaction,TXN_01015,"{""amount"": 244.23, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Pune"", ""timestamp"": ""2026-01-07T03:51:35""}"
TXN_01016,Transaction,TXN_01016,"{""amount"": 453.06, ""currency"": ""INR"", ""status"": ""FAILED"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Surat"", ""timestamp"": ""2026-01-07T03:51:56""}"
TXN_01017,Transaction,TXN_01017,"{""amount"": 324.99, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-07T03:55:10""}"
TXN_01018,Transaction,TXN_01018,"{""amount"": 448.4, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Ahmedabad"", ""timestamp"": ""2026-01-07T03:59:41""}"
TXN_01019,Transaction,TXN_01019,"{""amount"": 923.17, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Kolkata"", ""timestamp"": ""2026-01-07T03:59:53""}"
TXN_01020,Transaction,TXN_01020,"{""amount"": 356.29, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""WALLET"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-07T04:05:47""}"
TXN_01021,Transaction,TXN_01021,"{""amount"": 45515.22, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""NET_BANKING"", ""city"": ""Chennai"", ""timestamp"": ""2026-01-07T04:07:16""}"
TXN_01022,Transaction,TXN_01022,"{""amount"": 352.63, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-07T04:25:35""}"
TXN_01023,Transaction,TXN_01023,"{""amount"": 999.3, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Ahmedabad"", ""timestamp"": ""2026-01-07T04:35:10""}"
TXN_01024,Transaction,TXN_01024,"{""amount"": 295.6, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""NET_BANKING"", ""city"": ""Surat"", ""timestamp"": ""2026-01-07T04:37:42""}"
TXN_01025,Transaction,TXN_01025,"{""amount"": 62199.99, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-07T04:42:40""}"
TXN_01026,Transaction,TXN_01026,"{""amount"": 168.03, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Ahmedabad"", ""timestamp"": ""2026-01-07T05:03:34""}"
TXN_01027,Transaction,TXN_01027,"{""amount"": 163.77, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Jaipur"", ""timestamp"": ""2026-01-07T05:04:09""}"
TXN_01028,Transaction,TXN_01028,"{""amount"": 399.37, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Jaipur"", ""timestamp"": ""2026-01-07T05:11:00""}"
TXN_01029,Transaction,TXN_01029,"{""amount"": 2952.54, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Pune"", ""timestamp"": ""2026-01-07T05:16:32""}"
TXN_01030,Transaction,TXN_01030,"{""amount"": 6583.62, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Hyderabad"", ""timestamp"": ""2026-01-07T05:24:48""}"
TXN_01031,Transaction,TXN_01031,"{""amount"": 482.86, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Chennai"", ""timestamp"": ""2026-01-07T05:28:59""}"
TXN_01032,Transaction,TXN_01032,"{""amount"": 937.26, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Hyderabad"", ""timestamp"": ""2026-01-07T05:34:40""}"
TXN_01033,Transaction,TXN_01033,"{""amount"": 192.98, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Ahmedabad"", ""timestamp"": ""2026-01-07T05:39:23""}"
TXN_01034,Transaction,TXN_01034,"{""amount"": 765.88, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-07T05:43:37""}"
TXN_01035,Transaction,TXN_01035,"{""amount"": 7425.12, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Surat"", ""timestamp"": ""2026-01-07T05:45:24""}"
TXN_01036,Transaction,TXN_01036,"{""amount"": 392.93, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-07T05:46:24""}"
TXN_01037,Transaction,TXN_01037,"{""amount"": 472.1, ""currency"": ""INR"", ""status"": ""FAILED"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-07T05:46:27""}"
TXN_01038,Transaction,TXN_01038,"{""amount"": 14846.93, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Jaipur"", ""timestamp"": ""2026-01-07T05:46:49""}"
TXN_01039,Transaction,TXN_01039,"{""amount"": 334.07, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Jaipur"", ""timestamp"": ""2026-01-07T05:55:08""}"
TXN_01040,Transaction,TXN_01040,"{""amount"": 4272.72, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Pune"", ""timestamp"": ""2026-01-07T06:02:36""}"
TXN_01041,Transaction,TXN_01041,"{""amount"": 13146.89, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Hyderabad"", ""timestamp"": ""2026-01-07T06:07:04""}"
TXN_01042,Transaction,TXN_01042,"{""amount"": 7650.46, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-07T06:19:58""}"
TXN_01043,Transaction,TXN_01043,"{""amount"": 13170.73, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-07T06:27:04""}"
TXN_01044,Transaction,TXN_01044,"{""amount"": 1585.01, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Hyderabad"", ""timestamp"": ""2026-01-07T06:33:03""}"
TXN_01045,Transaction,TXN_01045,"{""amount"": 515.11, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Ahmedabad"", ""timestamp"": ""2026-01-07T06:33:57""}"
TXN_01046,Transaction,TXN_01046,"{""amount"": 212.68, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Hyderabad"", ""timestamp"": ""2026-01-07T06:39:31""}"
TXN_01047,Transaction,TXN_01047,"{""amount"": 10157.21, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Mumbai"", ""timestamp"": ""2026-01-07T06:41:55""}"
TXN_01048,Transaction,TXN_01048,"{""amount"": 172.81, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Hyderabad"", ""timestamp"": ""2026-01-07T06:48:06""}"
TXN_01049,Transaction,TXN_01049,"{""amount"": 149.67, ""currency"": ""INR"", ""status"": ""FAILED"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-07T07:03:39""}"
TXN_01050,Transaction,TXN_01050,"{""amount"": 725.79, ""currency"": ""INR"", ""status"": ""FAILED"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Delhi"", ""timestamp"": ""2026-01-07T07:16:13""}"
TXN_01051,Transaction,TXN_01051,"{""amount"": 12903.69, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Hyderabad"", ""timestamp"": ""2026-01-07T07:17:44""}"
TXN_01052,Transaction,TXN_01052,"{""amount"": 423.91, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Hyderabad"", ""timestamp"": ""2026-01-07T07:19:25""}"
TXN_01053,Transaction,TXN_01053,"{""amount"": 66.03, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Chennai"", ""timestamp"": ""2026-01-07T07:42:43""}"
TXN_01054,Transaction,TXN_01054,"{""amount"": 87.98, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Kolkata"", ""timestamp"": ""2026-01-07T07:44:10""}"
TXN_01055,Transaction,TXN_01055,"{""amount"": 3799.24, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""WALLET"", ""city"": ""Kolkata"", ""timestamp"": ""2026-01-07T08:14:58""}"
TXN_01056,Transaction,TXN_01056,"{""amount"": 94659.53, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Ahmedabad"", ""timestamp"": ""2026-01-07T08:32:22""}"
TXN_01057,Transaction,TXN_01057,"{""amount"": 9088.6, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""DEBIT_CARD"", ""city"": ""Kolkata"", ""timestamp"": ""2026-01-07T08:35:16""}"
TXN_01058,Transaction,TXN_01058,"{""amount"": 151.7, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""WALLET"", ""city"": ""Ahmedabad"", ""timestamp"": ""2026-01-07T08:44:38""}"
TXN_01059,Transaction,TXN_01059,"{""amount"": 243.59, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Pune"", ""timestamp"": ""2026-01-07T08:46:47""}"
TXN_01060,Transaction,TXN_01060,"{""amount"": 445.47, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""CREDIT_CARD"", ""city"": ""Bengaluru"", ""timestamp"": ""2026-01-07T08:47:31""}"
TXN_01061,Transaction,TXN_01061,"{""amount"": 69.71, ""currency"": ""INR"", ""status"": ""SUCCESS"", ""payment_type"": ""UPI"", ""city"": ""Pune"", ""timestamp"": ""2026-01-07T08:53:47""}"
