ip_id,ip_type,country,city
IP_00556,RESIDENTIAL,IN,Pune
IP_00557,MOBILE_CARRIER,IN,Hyderabad
IP_00558,MOBILE_CARRIER,IN,Pune
IP_00559,MOBILE_CARRIER,IN,Ahmedabad
IP_00560,MOBILE_CARRIER,IN,Ahmedabad
IP_00561,RESIDENTIAL,IN,Chennai
IP_00562,RESIDENTIAL,IN,Bengaluru
IP_00563,RESIDENTIAL,IN,Pune
IP_00564,MOBILE_CARRIER,IN,Delhi
IP_00565,VPN,IN,Hyderabad
IP_00566,MOBILE_CARRIER,IN,Pune
IP_00567,MOBILE_CARRIER,IN,Ahmedabad
IP_00568,RESIDENTIAL,IN,Kolkata
IP_00569,MOBILE_CARRIER,IN,Delhi
IP_00570,MOBILE_CARRIER,IN,Kolkata
IP_00571,RESIDENTIAL,IN,Surat
IP_00572,DATACENTER,IN,Ahmedabad
IP_00573,RESIDENTIAL,IN,Hyderabad
IP_00574,RESIDENTIAL,IN,Bengaluru
IP_00575,MOBILE_CARRIER,IN,Jaipur
IP_00576,RESIDENTIAL,IN,Pune
IP_00577,RESIDENTIAL,IN,Bengaluru
IP_00578,RESIDENTIAL,IN,Ahmedabad
IP_00579,MOBILE_CARRIER,IN,Pune
IP_00580,MOBILE_CARRIER,IN,Surat
IP_00581,RESIDENTIAL,IN,Bengaluru
IP_00582,RESIDENTIAL,IN,Ahmedabad
IP_00583,MOBILE_CARRIER,IN,Chennai
IP_00584,VPN,US,Surat
IP_00585,RESIDENTIAL,IN,Hyderabad
IP_00586,RESIDENTIAL,IN,Delhi
IP_00587,RESIDENTIAL,IN,Delhi
IP_00588,MOBILE_CARRIER,IN,Kolkata
IP_00589,MOBILE_CARRIER,IN,Surat
IP_00590,RESIDENTIAL,IN,Delhi
IP_00591,MOBILE_CARRIER,IN,Jaipur
IP_00592,MOBILE_CARRIER,IN,Delhi
IP_00593,MOBILE_CARRIER,IN,Ahmedabad
IP_00594,RESIDENTIAL,IN,Delhi
IP_00595,RESIDENTIAL,IN,Ahmedabad
IP_00596,MOBILE_CARRIER,IN,Pune
IP_00597,PUBLIC_WIFI,IN,Ahmedabad
IP_00598,RESIDENTIAL,IN,Kolkata
IP_00599,PUBLIC_WIFI,IN,Jaipur
IP_00600,MOBILE_CARRIER,IN,Kolkata
IP_00601,MOBILE_CARRIER,IN,Kolkata
IP_00602,MOBILE_CARRIER,IN,Ahmedabad
IP_00603,MOBILE_CARRIER,IN,Bengaluru
IP_00604,MOBILE_CARRIER,IN,Hyderabad
IP_00605,RESIDENTIAL,IN,Chennai
IP_00606,RESIDENTIAL,IN,Chennai
IP_00607,RESIDENTIAL,IN,Ahmedabad
IP_00608,MOBILE_CARRIER,IN,Ahmedabad
IP_00609,MOBILE_CARRIER,IN,Bengaluru
IP_00610,MOBILE_CARRIER,IN,Chennai
IP_00611,MOBILE_CARRIER,IN,Pune
IP_00612,MOBILE_CARRIER,IN,Mumbai
IP_00613,MOBILE_CARRIER,IN,Ahmedabad
IP_00614,MOBILE_CARRIER,IN,Kolkata
IP_00615,RESIDENTIAL,IN,Hyderabad
IP_00616,RESIDENTIAL,IN,Mumbai
IP_00617,RESIDENTIAL,IN,Pune
IP_00618,DATACENTER,IN,Bengaluru
IP_00619,PUBLIC_WIFI,IN,Hyderabad
IP_00620,RESIDENTIAL,IN,Surat
IP_00621,MOBILE_CARRIER,IN,Surat
IP_00622,MOBILE_CARRIER,IN,Delhi
IP_00623,MOBILE_CARRIER,IN,Hyderabad
IP_00624,MOBILE_CARRIER,IN,Mumbai
IP_00625,MOBILE_CARRIER,IN,Jaipur
IP_00626,RESIDENTIAL,IN,Jaipur
IP_00627,RESIDENTIAL,IN,Chennai
IP_00628,RESIDENTIAL,IN,Chennai
IP_00629,PUBLIC_WIFI,IN,Jaipur
IP_00630,PUBLIC_WIFI,IN,Bengaluru
IP_00631,RESIDENTIAL,IN,Kolkata
IP_00632,VPN,IN,Chennai
IP_00633,RESIDENTIAL,IN,Delhi
IP_00634,RESIDENTIAL,IN,Pune
IP_00635,MOBILE_CARRIER,IN,Kolkata
IP_00636,MOBILE_CARRIER,IN,Surat
IP_00637,MOBILE_CARRIER,IN,Kolkata
IP_00638,RESIDENTIAL,IN,Bengaluru
IP_00639,MOBILE_CARRIER,IN,Bengaluru
IP_00640,RESIDENTIAL,IN,Chennai
IP_00641,MOBILE_CARRIER,IN,Pune
IP_00642,MOBILE_CARRIER,IN,Ahmedabad
IP_00643,RESIDENTIAL,IN,Mumbai
IP_00644,DATACENTER,IN,Bengaluru
IP_00645,MOBILE_CARRIER,IN,Pune
IP_00646,DATACENTER,IN,Jaipur
IP_00647,PUBLIC_WIFI,IN,Hyderabad
IP_00648,MOBILE_CARRIER,IN,Pune
IP_00649,MOBILE_CARRIER,IN,Pune
IP_00650,MOBILE_CARRIER,IN,Delhi
IP_00651,MOBILE_CARRIER,IN,Ahmedabad
IP_00652,MOBILE_CARRIER,IN,Mumbai
IP_00653,RESIDENTIAL,IN,Ahmedabad
IP_00654,RESIDENTIAL,IN,Delhi
IP_00655,RESIDENTIAL,IN,Mumbai
IP_00656,PUBLIC_WIFI,IN,Kolkata
IP_00657,RESIDENTIAL,IN,Delhi
IP_00658,DATACENTER,IN,Chennai
IP_00659,VPN,AE,Chennai
IP_00660,RESIDENTIAL,IN,Pune
IP_00661,MOBILE_CARRIER,IN,Delhi
IP_00662,RESIDENTIAL,IN,Chennai
IP_00663,MOBILE_CARRIER,IN,Hyderabad
IP_00664,RESIDENTIAL,IN,Bengaluru
IP_00665,MOBILE_CARRIER,IN,Mumbai
IP_00666,RESIDENTIAL,IN,Bengaluru
IP_00667,RESIDENTIAL,IN,Hyderabad
IP_00668,MOBILE_CARRIER,IN,Ahmedabad
IP_00669,RESIDENTIAL,IN,Pune
IP_00670,MOBILE_CARRIER,IN,Kolkata
IP_00671,MOBILE_CARRIER,IN,Ahmedabad
IP_00672,RESIDENTIAL,IN,Kolkata
IP_00673,RESIDENTIAL,IN,Bengaluru
IP_00674,RESIDENTIAL,IN,Pune
IP_00675,DATACENTER,IN,Delhi
IP_00676,MOBILE_CARRIER,IN,Delhi
IP_00677,MOBILE_CARRIER,IN,Delhi
IP_00678,RESIDENTIAL,IN,Surat
IP_00679,RESIDENTIAL,IN,Delhi
IP_00680,RESIDENTIAL,IN,Hyderabad
IP_00681,MOBILE_CARRIER,IN,Delhi
IP_00682,VPN,IN,Surat
IP_00683,DATACENTER,IN,Bengaluru
IP_00684,RESIDENTIAL,IN,Bengaluru
IP_00685,MOBILE_CARRIER,IN,Kolkata
IP_00686,RESIDENTIAL,IN,Kolkata
IP_00687,RESIDENTIAL,IN,Delhi
IP_00688,RESIDENTIAL,IN,Bengaluru
IP_00689,RESIDENTIAL,IN,Surat
IP_00690,MOBILE_CARRIER,IN,Surat
IP_00691,RESIDENTIAL,IN,Mumbai
IP_00692,MOBILE_CARRIER,IN,Chennai
IP_00693,RESIDENTIAL,IN,Surat
IP_00694,MOBILE_CARRIER,IN,Kolkata
IP_00695,RESIDENTIAL,IN,Mumbai
IP_00696,MOBILE_CARRIER,IN,Hyderabad
IP_00697,MOBILE_CARRIER,IN,Bengaluru
IP_00698,RESIDENTIAL,IN,Surat
IP_00699,RESIDENTIAL,IN,Mumbai
IP_00700,PUBLIC_WIFI,IN,Pune
IP_00701,RESIDENTIAL,IN,Surat
IP_00702,RESIDENTIAL,IN,Jaipur
IP_00703,MOBILE_CARRIER,IN,Ahmedabad
IP_00704,PUBLIC_WIFI,IN,Bengaluru
IP_00705,RESIDENTIAL,IN,Bengaluru
IP_00706,RESIDENTIAL,IN,Hyderabad
IP_00707,RESIDENTIAL,IN,Mumbai
IP_00708,VPN,IN,Kolkata
IP_00709,MOBILE_CARRIER,IN,Jaipur
IP_00710,MOBILE_CARRIER,IN,Kolkata
IP_00711,MOBILE_CARRIER,IN,Bengaluru
IP_00712,MOBILE_CARRIER,IN,Jaipur
IP_00713,MOBILE_CARRIER,IN,Chennai
IP_00714,RESIDENTIAL,IN,Bengaluru
IP_00715,MOBILE_CARRIER,IN,Hyderabad
IP_00716,PUBLIC_WIFI,IN,Delhi
IP_00717,MOBILE_CARRIER,IN,Kolkata
IP_00718,MOBILE_CARRIER,IN,Bengaluru
IP_00719,RESIDENTIAL,IN,Kolkata
IP_00720,MOBILE_CARRIER,IN,Hyderabad
IP_00721,RESIDENTIAL,IN,Bengaluru
IP_00722,VPN,IN,Bengaluru
IP_00723,MOBILE_CARRIER,IN,Chennai
IP_00724,MOBILE_CARRIER,IN,Delhi
IP_00725,RESIDENTIAL,IN,Delhi
IP_00726,MOBILE_CARRIER,IN,Delhi
IP_00727,MOBILE_CARRIER,IN,Pune
IP_00728,MOBILE_CARRIER,IN,Chennai
IP_00729,RESIDENTIAL,IN,Delhi
IP_00730,MOBILE_CARRIER,IN,Chennai
IP_00731,MOBILE_CARRIER,IN,Bengaluru
IP_00732,MOBILE_CARRIER,IN,Mumbai
IP_00733,RESIDENTIAL,IN,Kolkata
IP_00734,RESIDENTIAL,IN,Bengaluru
IP_00735,RESIDENTIAL,IN,Surat
IP_00736,MOBILE_CARRIER,IN,Ahmedabad
IP_00737,MOBILE_CARRIER,IN,Pune
IP_00738,RESIDENTIAL,IN,Surat
IP_00739,RESIDENTIAL,IN,Delhi
IP_00740,RESIDENTIAL,IN,Bengaluru
IP_00741,DATACENTER,IN,Bengaluru
IP_00742,MOBILE_CARRIER,IN,Mumbai
IP_00743,DATACENTER,IN,Mumbai
IP_00744,MOBILE_CARRIER,IN,Kolkata
IP_00745,VPN,IN,Delhi
IP_00746,DATACENTER,IN,Jaipur
IP_00747,MOBILE_CARRIER,IN,Kolkata
IP_00748,RESIDENTIAL,IN,Hyderabad
IP_00749,RESIDENTIAL,IN,Pune
IP_00750,RESIDENTIAL,IN,Bengaluru
IP_00751,MOBILE_CARRIER,IN,Bengaluru
IP_00752,MOBILE_CARRIER,IN,Mumbai
IP_00753,RESIDENTIAL,IN,Jaipur
IP_00754,PUBLIC_WIFI,IN,Kolkata
IP_00755,RESIDENTIAL,IN,Ahmedabad
IP_00756,DATACENTER,IN,Chennai
IP_00757,MOBILE_CARRIER,IN,Mumbai
IP_00758,RESIDENTIAL,IN,Chennai
IP_00759,MOBILE_CARRIER,IN,Chennai
IP_00760,MOBILE_CARRIER,IN,Hyderabad
IP_00761,MOBILE_CARRIER,IN,Surat
IP_00762,PUBLIC_WIFI,IN,Hyderabad
IP_00763,MOBILE_CARRIER,IN,Jaipur
IP_00764,MOBILE_CARRIER,IN,Hyderabad
IP_00765,RESIDENTIAL,IN,Kolkata
IP_00766,RESIDENTIAL,IN,Jaipur
IP_00767,RESIDENTIAL,IN,Mumbai
IP_00768,PUBLIC_WIFI,IN,Mumbai
IP_00769,MOBILE_CARRIER,IN,Kolkata
IP_00770,MOBILE_CARRIER,IN,Chennai
IP_00771,RESIDENTIAL,IN,Jaipur
IP_00772,PUBLIC_WIFI,IN,Kolkata
IP_00773,MOBILE_CARRIER,IN,Mumbai
IP_00774,PUBLIC_WIFI,IN,Delhi
IP_00775,MOBILE_CARRIER,IN,Bengaluru
IP_00776,RESIDENTIAL,IN,Hyderabad
IP_00777,DATACENTER,IN,Jaipur
IP_00778,DATACENTER,IN,Ahmedabad
IP_00779,RESIDENTIAL,IN,Bengaluru
IP_00780,MOBILE_CARRIER,IN,Kolkata
IP_00781,RESIDENTIAL,IN,Surat
IP_00782,RESIDENTIAL,IN,Delhi
IP_00783,RESIDENTIAL,IN,Chennai
IP_00784,DATACENTER,IN,Kolkata
IP_00785,MOBILE_CARRIER,IN,Pune
IP_00786,MOBILE_CARRIER,IN,Hyderabad
IP_00787,RESIDENTIAL,IN,Hyderabad
IP_00788,RESIDENTIAL,IN,Surat
IP_00789,RESIDENTIAL,IN,Bengaluru
IP_00790,RESIDENTIAL,IN,Ahmedabad
IP_00791,RESIDENTIAL,IN,Bengaluru
IP_00792,MOBILE_CARRIER,IN,Hyderabad
IP_00793,MOBILE_CARRIER,IN,Ahmedabad
IP_00794,RESIDENTIAL,IN,Bengaluru
IP_00795,RESIDENTIAL,IN,Chennai
IP_00796,MOBILE_CARRIER,IN,Surat
IP_00797,RESIDENTIAL,IN,Pune
IP_00798,RESIDENTIAL,IN,Hyderabad
IP_00799,PUBLIC_WIFI,IN,Kolkata
IP_00800,MOBILE_CARRIER,IN,Chennai
IP_00801,RESIDENTIAL,IN,Delhi
IP_00802,RESIDENTIAL,IN,Kolkata
IP_00803,DATACENTER,IN,Jaipur
IP_00804,RESIDENTIAL,IN,Ahmedabad
IP_00805,RESIDENTIAL,IN,Delhi
IP_00806,RESIDENTIAL,IN,Mumbai
IP_00807,MOBILE_CARRIER,IN,Hyderabad
IP_00808,RESIDENTIAL,IN,Kolkata
IP_00809,RESIDENTIAL,IN,Bengaluru
IP_00810,MOBILE_CARRIER,IN,Chennai
IP_00811,VPN,SG,Bengaluru
IP_00812,RESIDENTIAL,IN,Ahmedabad
IP_00813,MOBILE_CARRIER,IN,Bengaluru
IP_00814,VPN,GB,Pune
IP_00815,RESIDENTIAL,IN,Surat
IP_00816,RESIDENTIAL,IN,Kolkata
IP_00817,MOBILE_CARRIER,IN,Kolkata
IP_00818,MOBILE_CARRIER,IN,Delhi
IP_00819,RESIDENTIAL,IN,Delhi
IP_00820,RESIDENTIAL,IN,Ahmedabad
IP_00821,DATACENTER,IN,Mumbai
IP_00822,MOBILE_CARRIER,IN,Chennai
IP_00823,MOBILE_CARRIER,IN,Jaipur
IP_00824,MOBILE_CARRIER,IN,Bengaluru
IP_00825,RESIDENTIAL,IN,Delhi
IP_00826,RESIDENTIAL,IN,Jaipur
IP_00827,RESIDENTIAL,IN,Jaipur
IP_00828,MOBILE_CARRIER,IN,Kolkata
IP_00829,MOBILE_CARRIER,IN,Pune
IP_00830,MOBILE_CARRIER,IN,Ahmedabad
IP_00831,RESIDENTIAL,IN,Surat
IP_00832,MOBILE_CARRIER,IN,Kolkata
IP_00833,RESIDENTIAL,IN,Mumbai
IP_00834,RESIDENTIAL,IN,Hyderabad
IP_00835,RESIDENTIAL,IN,Chennai
IP_00836,RESIDENTIAL,IN,Ahmedabad
IP_00837,MOBILE_CARRIER,IN,Surat
IP_00838,PUBLIC_WIFI,IN,Delhi
IP_00839,RESIDENTIAL,IN,Hyderabad
IP_00840,RESIDENTIAL,IN,Mumbai
IP_00841,MOBILE_CARRIER,IN,Hyderabad
IP_00842,MOBILE_CARRIER,IN,Kolkata
IP_00843,RESIDENTIAL,IN,Delhi
IP_00844,RESIDENTIAL,IN,Surat
IP_00845,RESIDENTIAL,IN,Pune
IP_00846,VPN,IN,Mumbai
IP_00847,RESIDENTIAL,IN,Surat
IP_00848,MOBILE_CARRIER,IN,Surat
IP_00849,VPN,IN,Ahmedabad
IP_00850,RESIDENTIAL,IN,Mumbai
IP_00851,RESIDENTIAL,IN,Hyderabad
IP_00852,MOBILE_CARRIER,IN,Mumbai
IP_00853,MOBILE_CARRIER,IN,Mumbai
IP_00854,RESIDENTIAL,IN,Surat
IP_00855,RESIDENTIAL,IN,Delhi
IP_00856,RESIDENTIAL,IN,Delhi
IP_00857,VPN,US,Pune
IP_00858,MOBILE_CARRIER,IN,Delhi
IP_00859,MOBILE_CARRIER,IN,Jaipur
IP_00860,DATACENTER,IN,Bengaluru
IP_00861,VPN,IN,Kolkata
IP_00862,RESIDENTIAL,IN,Pune
IP_00863,RESIDENTIAL,IN,Delhi
IP_00864,MOBILE_CARRIER,IN,Kolkata
IP_00865,MOBILE_CARRIER,IN,Ahmedabad
IP_00866,MOBILE_CARRIER,IN,Delhi
IP_00867,MOBILE_CARRIER,IN,Jaipur
IP_00868,MOBILE_CARRIER,IN,Surat
IP_00869,MOBILE_CARRIER,IN,Hyderabad
IP_00870,MOBILE_CARRIER,IN,Delhi
IP_00871,RESIDENTIAL,IN,Chennai
IP_00872,RESIDENTIAL,IN,Mumbai
IP_00873,VPN,IN,Surat
IP_00874,PUBLIC_WIFI,IN,Surat
IP_00875,RESIDENTIAL,IN,Surat
IP_00876,RESIDENTIAL,IN,Surat
IP_00877,RESIDENTIAL,IN,Surat
IP_00878,RESIDENTIAL,IN,Ahmedabad
IP_00879,RESIDENTIAL,IN,Bengaluru
IP_00880,RESIDENTIAL,IN,Pune
IP_00881,RESIDENTIAL,IN,Bengaluru
IP_00882,MOBILE_CARRIER,IN,Pune
IP_00883,RESIDENTIAL,IN,Chennai
IP_00884,RESIDENTIAL,IN,Bengaluru
IP_00885,RESIDENTIAL,IN,Bengaluru
IP_00886,MOBILE_CARRIER,IN,Mumbai
IP_00887,RESIDENTIAL,IN,Kolkata
IP_00888,PUBLIC_WIFI,IN,Kolkata
IP_00889,MOBILE_CARRIER,IN,Kolkata
IP_00890,RESIDENTIAL,IN,Kolkata
IP_00891,RESIDENTIAL,IN,Ahmedabad
IP_00892,MOBILE_CARRIER,IN,Surat
IP_00893,MOBILE_CARRIER,IN,Hyderabad
IP_00894,RESIDENTIAL,IN,Bengaluru
IP_00895,MOBILE_CARRIER,IN,Mumbai
IP_00896,RESIDENTIAL,IN,Pune
IP_00897,RESIDENTIAL,IN,Bengaluru
IP_00898,RESIDENTIAL,IN,Delhi
IP_00899,DATACENTER,IN,Delhi
IP_00900,MOBILE_CARRIER,IN,Bengaluru
IP_00901,RESIDENTIAL,IN,Surat
IP_00902,DATACENTER,IN,Mumbai
IP_00903,MOBILE_CARRIER,IN,Surat
IP_00904,DATACENTER,AE,Delhi
IP_00905,RESIDENTIAL,IN,Hyderabad
IP_00906,RESIDENTIAL,IN,Jaipur
IP_00907,MOBILE_CARRIER,IN,Jaipur
IP_00908,RESIDENTIAL,IN,Chennai
IP_00909,RESIDENTIAL,IN,Bengaluru
IP_00910,RESIDENTIAL,IN,Surat
IP_00911,MOBILE_CARRIER,IN,Ahmedabad
IP_00912,RESIDENTIAL,IN,Pune
IP_00913,RESIDENTIAL,IN,Bengaluru
IP_00914,RESIDENTIAL,IN,Surat
IP_00915,MOBILE_CARRIER,IN,Bengaluru
IP_00916,RESIDENTIAL,IN,Delhi
IP_00917,MOBILE_CARRIER,IN,Bengaluru
IP_00918,MOBILE_CARRIER,IN,Bengaluru
IP_00919,RESIDENTIAL,IN,Kolkata
IP_00920,MOBILE_CARRIER,IN,Chennai
IP_00921,RESIDENTIAL,IN,Jaipur
IP_00922,RESIDENTIAL,IN,Pune
IP_00923,DATACENTER,IN,Pune
IP_00924,RESIDENTIAL,IN,Ahmedabad
IP_00925,MOBILE_CARRIER,IN,Hyderabad
IP_00926,MOBILE_CARRIER,IN,Surat
IP_00927,RESIDENTIAL,IN,Bengaluru
IP_00928,RESIDENTIAL,IN,Pune
IP_00929,MOBILE_CARRIER,IN,Kolkata
IP_00930,PUBLIC_WIFI,IN,Surat
IP_00931,RESIDENTIAL,IN,Mumbai
IP_00932,MOBILE_CARRIER,IN,Jaipur
IP_00933,RESIDENTIAL,IN,Jaipur
IP_00934,MOBILE_CARRIER,IN,Ahmedabad
IP_00935,MOBILE_CARRIER,IN,Hyderabad
IP_00936,MOBILE_CARRIER,IN,Bengaluru
IP_00937,RESIDENTIAL,IN,Mumbai
IP_00938,MOBILE_CARRIER,IN,Jaipur
IP_00939,MOBILE_CARRIER,IN,Surat
IP_00940,RESIDENTIAL,IN,Ahmedabad
IP_00941,RESIDENTIAL,IN,Delhi
IP_00942,PUBLIC_WIFI,IN,Hyderabad
IP_00943,RESIDENTIAL,IN,Kolkata
IP_00944,RESIDENTIAL,IN,Kolkata
IP_00945,RESIDENTIAL,IN,Delhi
IP_00946,MOBILE_CARRIER,IN,Chennai
IP_00947,RESIDENTIAL,IN,Bengaluru
IP_00948,RESIDENTIAL,IN,Jaipur
IP_00949,RESIDENTIAL,IN,Pune
IP_00950,DATACENTER,IN,Jaipur
IP_00951,DATACENTER,IN,Surat
IP_00952,MOBILE_CARRIER,IN,Bengaluru
IP_00953,RESIDENTIAL,IN,Delhi
IP_00954,MOBILE_CARRIER,IN,Surat
IP_00955,MOBILE_CARRIER,IN,Bengaluru
IP_00956,VPN,IN,Surat
IP_00957,MOBILE_CARRIER,IN,Jaipur
IP_00958,DATACENTER,IN,Kolkata
IP_00959,MOBILE_CARRIER,IN,Surat
IP_00960,MOBILE_CARRIER,IN,Mumbai
IP_00961,RESIDENTIAL,IN,Kolkata
IP_00962,RESIDENTIAL,IN,Surat
IP_00963,MOBILE_CARRIER,IN,Kolkata
IP_00964,RESIDENTIAL,IN,Pune
IP_00965,MOBILE_CARRIER,IN,Mumbai
IP_00966,MOBILE_CARRIER,IN,Chennai
IP_00967,DATACENTER,IN,Mumbai
IP_00968,MOBILE_CARRIER,IN,Chennai
IP_00969,RESIDENTIAL,IN,Ahmedabad
IP_00970,DATACENTER,IN,Bengaluru
IP_00971,RESIDENTIAL,IN,Chennai
IP_00972,PUBLIC_WIFI,IN,Ahmedabad
IP_00973,MOBILE_CARRIER,IN,Pune
IP_00974,RESIDENTIAL,IN,Kolkata
IP_00975,MOBILE_CARRIER,IN,Bengaluru
IP_00976,RESIDENTIAL,IN,Hyderabad
IP_00977,VPN,IN,Kolkata
IP_00978,MOBILE_CARRIER,IN,Pune
IP_00979,MOBILE_CARRIER,IN,Jaipur
IP_00980,MOBILE_CARRIER,IN,Bengaluru
IP_00981,RESIDENTIAL,IN,Jaipur
IP_00982,RESIDENTIAL,IN,Jaipur
IP_00983,DATACENTER,IN,Mumbai
IP_00984,DATACENTER,IN,Hyderabad
IP_00985,RESIDENTIAL,IN,Ahmedabad
IP_00986,RESIDENTIAL,IN,Pune
IP_00987,MOBILE_CARRIER,IN,Chennai
IP_00988,RESIDENTIAL,IN,Ahmedabad
IP_00989,MOBILE_CARRIER,IN,Bengaluru
IP_00990,MOBILE_CARRIER,IN,Hyderabad
IP_00991,RESIDENTIAL,IN,Surat
IP_00992,RESIDENTIAL,IN,Ahmedabad
IP_00993,MOBILE_CARRIER,IN,Pune
IP_00994,RESIDENTIAL,IN,Chennai
IP_00995,MOBILE_CARRIER,IN,Bengaluru
IP_00996,RESIDENTIAL,IN,Kolkata
IP_00997,RESIDENTIAL,IN,Surat
IP_00998,MOBILE_CARRIER,IN,Hyderabad
IP_00999,DATACENTER,IN,Hyderabad
IP_01000,RESIDENTIAL,IN,Kolkata
