transaction_id,customer_id,merchant_id,device_id,ip_id,payment_method_id,timestamp,amount,currency,transaction_status,payment_type,city,is_fraud,fraud_ring_id,fraud_type
TXN_03005,CUST_00052,MERCH_0054,DEV_0023,IP_00311,PM_0100,2026-01-19T07:12:21,398.55,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_03006,CUST_01247,MERCH_0063,DEV_0433,IP_00883,PM_0124,2026-01-19T07:12:38,618.26,INR,SUCCESS,UPI,Chennai,0,,
TXN_03007,CUST_00180,MERCH_0028,DEV_0359,IP_00656,PM_0061,2026-01-19T07:24:36,458.37,INR,SUCCESS,UPI,Mumbai,0,,
TXN_03008,CUST_01574,MERCH_0015,DEV_0431,IP_00454,PM_0334,2026-01-19T07:32:46,44014.84,INR,SUCCESS,DEBIT_CARD,Mumbai,0,,
TXN_03009,CUST_00333,MERCH_0058,DEV_0365,IP_00896,PM_0305,2026-01-19T07:39:22,221.76,INR,SUCCESS,UPI,Pune,0,,
TXN_03010,CUST_01648,MERCH_0091,DEV_0004,IP_00847,PM_0327,2026-01-19T07:46:23,1500.0,INR,SUCCESS,UPI,Delhi,0,,
TXN_03011,CUST_01602,MERCH_0091,DEV_0307,IP_00140,PM_0076,2026-01-19T07:49:46,243.19,INR,SUCCESS,UPI,Surat,0,,
TXN_03012,CUST_01211,MERCH_0089,DEV_0183,IP_00529,PM_0398,2026-01-19T07:57:57,1615.25,INR,SUCCESS,DEBIT_CARD,Mumbai,0,,
TXN_03013,CUST_01231,MERCH_0001,DEV_0407,IP_00313,PM_0324,2026-01-19T08:04:48,621.26,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_03014,CUST_00729,MERCH_0057,DEV_0428,IP_00260,PM_0193,2026-01-19T08:09:11,426.41,INR,SUCCESS,UPI,Delhi,0,,
TXN_03015,CUST_01719,MERCH_0074,DEV_0110,IP_00691,PM_0242,2026-01-19T08:15:19,59756.13,INR,SUCCESS,CREDIT_CARD,Bengaluru,0,,
TXN_03016,CUST_00420,MERCH_0036,DEV_0006,IP_00643,PM_0377,2026-01-19T08:30:32,899.79,INR,SUCCESS,CREDIT_CARD,Pune,0,,
TXN_03017,CUST_01987,MERCH_0003,DEV_0209,IP_00912,PM_0236,2026-01-19T08:32:52,544.35,INR,PENDING,CREDIT_CARD,Surat,0,,
TXN_03018,CUST_01503,MERCH_0083,DEV_0409,IP_00414,PM_0179,2026-01-19T08:43:07,12786.76,INR,SUCCESS,CREDIT_CARD,Bengaluru,0,,
TXN_03019,CUST_01640,MERCH_0091,DEV_0164,IP_00883,PM_0262,2026-01-19T09:10:05,50.14,INR,SUCCESS,UPI,Pune,0,,
TXN_03020,CUST_01166,MERCH_0001,DEV_0224,IP_00344,PM_0017,2026-01-19T09:10:30,234.41,INR,SUCCESS,UPI,Delhi,0,,
TXN_03021,CUST_01907,MERCH_0050,DEV_0492,IP_00297,PM_0181,2026-01-19T09:10:35,174.79,INR,SUCCESS,UPI,Delhi,0,,
TXN_03022,CUST_01479,MERCH_0019,DEV_0201,IP_00850,PM_0416,2026-01-19T09:11:56,918.97,INR,SUCCESS,UPI,Delhi,0,,
TXN_03023,CUST_00222,MERCH_0070,DEV_0273,IP_00868,PM_0426,2026-01-19T09:15:28,1082.67,INR,SUCCESS,CREDIT_CARD,Hyderabad,0,,
TXN_03024,CUST_00812,MERCH_0071,DEV_0163,IP_00137,PM_0457,2026-01-19T09:21:03,11738.34,INR,SUCCESS,UPI,Jaipur,0,,
TXN_03025,CUST_00280,MERCH_0019,DEV_0007,IP_00608,PM_0344,2026-01-19T09:21:37,147.06,INR,SUCCESS,WALLET,Delhi,0,,
TXN_03026,CUST_01952,MERCH_0031,DEV_0146,IP_00374,PM_0115,2026-01-19T09:32:09,187.72,INR,SUCCESS,UPI,Ahmedabad,0,,
TXN_03027,CUST_01424,MERCH_0094,DEV_0460,IP_00998,PM_0444,2026-01-19T09:36:04,301.55,INR,SUCCESS,UPI,Kolkata,0,,
TXN_03028,CUST_01282,MERCH_0031,DEV_0133,IP_00837,PM_0081,2026-01-19T09:38:06,445.58,INR,SUCCESS,CREDIT_CARD,Chennai,0,,
TXN_03029,CUST_00444,MERCH_0015,DEV_0489,IP_00558,PM_0127,2026-01-19T09:46:07,126.56,INR,SUCCESS,UPI,Pune,0,,
TXN_03030,CUST_01014,MERCH_0049,DEV_0284,IP_00808,PM_0020,2026-01-19T10:00:45,60588.54,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_03031,CUST_00731,MERCH_0088,DEV_0452,IP_00359,PM_0314,2026-01-19T10:00:46,236.66,INR,SUCCESS,UPI,Jaipur,0,,
TXN_03032,CUST_00219,MERCH_0043,DEV_0189,IP_00905,PM_0445,2026-01-19T10:11:43,1003.52,INR,SUCCESS,NET_BANKING,Bengaluru,0,,
TXN_03033,CUST_01605,MERCH_0047,DEV_0033,IP_00127,PM_0391,2026-01-19T10:16:07,510.7,INR,SUCCESS,NET_BANKING,Kolkata,0,,
TXN_03034,CUST_01205,MERCH_0091,DEV_0324,IP_00913,PM_0222,2026-01-19T10:21:24,600.69,INR,SUCCESS,DEBIT_CARD,Ahmedabad,0,,
TXN_03035,CUST_00957,MERCH_0041,DEV_0064,IP_00387,PM_0212,2026-01-19T10:21:26,125.2,INR,SUCCESS,UPI,Jaipur,0,,
TXN_03036,CUST_00737,MERCH_0005,DEV_0024,IP_00080,PM_0398,2026-01-19T10:23:36,174.81,INR,SUCCESS,DEBIT_CARD,Bengaluru,0,,
TXN_03037,CUST_00642,MERCH_0025,DEV_0369,IP_00994,PM_0177,2026-01-19T10:23:43,108.43,INR,SUCCESS,UPI,Kolkata,0,,
TXN_03038,CUST_00867,MERCH_0009,DEV_0230,IP_00885,PM_0388,2026-01-19T10:31:34,2449.19,INR,SUCCESS,CREDIT_CARD,Jaipur,0,,
TXN_03039,CUST_01632,MERCH_0035,DEV_0213,IP_00939,PM_0493,2026-01-19T10:33:32,390.53,INR,SUCCESS,DEBIT_CARD,Hyderabad,0,,
TXN_03040,CUST_01460,MERCH_0087,DEV_0108,IP_00290,PM_0115,2026-01-19T10:34:31,1102.05,INR,FAILED,UPI,Ahmedabad,0,,
TXN_03041,CUST_00333,MERCH_0058,DEV_0365,IP_00896,PM_0041,2026-01-19T10:36:15,42799.1,INR,PENDING,DEBIT_CARD,Pune,0,,
TXN_03042,CUST_01412,MERCH_0026,DEV_0274,IP_00931,PM_0150,2026-01-19T10:43:03,320.34,INR,SUCCESS,UPI,Surat,0,,
TXN_03043,CUST_00512,MERCH_0057,DEV_0084,IP_00678,PM_0150,2026-01-19T10:46:24,232.76,INR,SUCCESS,UPI,Kolkata,0,,
TXN_03044,CUST_01987,MERCH_0069,DEV_0209,IP_00912,PM_0236,2026-01-19T10:47:31,305.58,INR,SUCCESS,CREDIT_CARD,Surat,0,,
TXN_03045,CUST_00278,MERCH_0016,DEV_0429,IP_00473,PM_0031,2026-01-19T10:48:16,176.45,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_03046,CUST_01913,MERCH_0082,DEV_0056,IP_00379,PM_0208,2026-01-19T10:49:51,394.93,INR,SUCCESS,CREDIT_CARD,Delhi,0,,
TXN_03047,CUST_01364,MERCH_0074,DEV_0087,IP_00201,PM_0001,2026-01-19T10:55:08,1090.14,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_03048,CUST_01911,MERCH_0032,DEV_0297,IP_00570,PM_0197,2026-01-19T11:18:43,50.09,INR,SUCCESS,DEBIT_CARD,Pune,0,,
TXN_03049,CUST_00920,MERCH_0065,DEV_0263,IP_00931,PM_0352,2026-01-19T11:35:55,261.32,INR,SUCCESS,UPI,Pune,0,,
TXN_03050,CUST_01837,MERCH_0015,DEV_0104,IP_00259,PM_0175,2026-01-19T11:39:01,3883.86,INR,SUCCESS,UPI,Ahmedabad,0,,
TXN_03051,CUST_01649,MERCH_0099,DEV_0457,IP_00198,PM_0067,2026-01-19T11:44:23,160.86,INR,SUCCESS,UPI,Surat,0,,
TXN_03052,CUST_00153,MERCH_0018,DEV_0056,IP_00570,PM_0266,2026-01-19T11:45:29,447.89,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_03053,CUST_01491,MERCH_0032,DEV_0133,IP_00595,PM_0497,2026-01-19T11:52:24,4130.47,INR,SUCCESS,UPI,Ahmedabad,0,,
TXN_03054,CUST_00174,MERCH_0091,DEV_0354,IP_00621,PM_0260,2026-01-19T12:04:40,13942.54,INR,SUCCESS,DEBIT_CARD,Kolkata,0,,
TXN_03055,CUST_00364,MERCH_0082,DEV_0199,IP_00240,PM_0277,2026-01-19T12:10:58,110.41,INR,SUCCESS,UPI,Mumbai,0,,
TXN_03056,CUST_00928,MERCH_0036,DEV_0447,IP_00556,PM_0230,2026-01-19T12:20:08,419.71,INR,SUCCESS,CREDIT_CARD,Surat,0,,
TXN_03057,CUST_01032,MERCH_0081,DEV_0447,IP_00806,PM_0390,2026-01-19T12:35:29,211.23,INR,SUCCESS,UPI,Surat,0,,
TXN_03058,CUST_01166,MERCH_0097,DEV_0224,IP_00344,PM_0017,2026-01-19T12:36:17,101.41,INR,SUCCESS,UPI,Delhi,0,,
TXN_03059,CUST_00651,MERCH_0032,DEV_0001,IP_00780,PM_0011,2026-01-19T12:41:19,125.25,INR,SUCCESS,CREDIT_CARD,Ahmedabad,0,,
TXN_03060,CUST_01804,MERCH_0062,DEV_0223,IP_00316,PM_0066,2026-01-19T12:41:26,584.63,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_03061,CUST_00945,MERCH_0030,DEV_0322,IP_00437,PM_0135,2026-01-19T12:48:35,296.69,INR,SUCCESS,UPI,Jaipur,0,,
TXN_03062,CUST_00985,MERCH_0047,DEV_0344,IP_00927,PM_0294,2026-01-19T13:01:58,93.77,INR,SUCCESS,UPI,Chennai,0,,
TXN_03063,CUST_00573,MERCH_0091,DEV_0420,IP_00040,PM_0399,2026-01-19T13:07:55,616.19,INR,SUCCESS,DEBIT_CARD,Hyderabad,0,,
TXN_03064,CUST_00230,MERCH_0037,DEV_0050,IP_00459,PM_0024,2026-01-19T13:20:38,194.64,INR,SUCCESS,UPI,Chennai,0,,
TXN_03065,CUST_00628,MERCH_0013,DEV_0142,IP_00477,PM_0377,2026-01-19T13:20:58,85942.32,INR,SUCCESS,CREDIT_CARD,Kolkata,0,,
TXN_03066,CUST_01360,MERCH_0041,DEV_0050,IP_00705,PM_0436,2026-01-19T13:24:19,13727.56,INR,SUCCESS,UPI,Jaipur,0,,
TXN_03067,CUST_00592,MERCH_0074,DEV_0405,IP_00115,PM_0284,2026-01-19T13:26:04,348.9,INR,PENDING,CREDIT_CARD,Surat,0,,
TXN_03068,CUST_01708,MERCH_0036,DEV_0211,IP_00810,PM_0386,2026-01-19T13:29:53,88.42,INR,SUCCESS,UPI,Jaipur,0,,
TXN_03069,CUST_01552,MERCH_0037,DEV_0180,IP_00758,PM_0436,2026-01-19T13:51:22,533.31,INR,SUCCESS,UPI,Chennai,0,,
TXN_03070,CUST_01208,MERCH_0077,DEV_0272,IP_00171,PM_0059,2026-01-19T13:52:06,61.9,INR,SUCCESS,DEBIT_CARD,Mumbai,0,,
TXN_03071,CUST_01071,MERCH_0022,DEV_0315,IP_00421,PM_0219,2026-01-19T14:03:35,299.04,INR,SUCCESS,CREDIT_CARD,Jaipur,0,,
TXN_03072,CUST_00406,MERCH_0087,DEV_0404,IP_00033,PM_0330,2026-01-19T14:10:41,116.91,INR,PENDING,DEBIT_CARD,Pune,0,,
TXN_03073,CUST_00419,MERCH_0068,DEV_0143,IP_00891,PM_0336,2026-01-19T14:13:44,365.11,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_03074,CUST_00889,MERCH_0059,DEV_0332,IP_00485,PM_0188,2026-01-19T14:17:37,215.8,INR,SUCCESS,DEBIT_CARD,Chennai,0,,
TXN_03075,CUST_01662,MERCH_0007,DEV_0067,IP_00461,PM_0262,2026-01-19T14:31:05,169.62,INR,SUCCESS,UPI,Mumbai,0,,
TXN_03076,CUST_01694,MERCH_0004,DEV_0282,IP_00324,PM_0446,2026-01-19T14:31:14,448.47,INR,FAILED,UPI,Chennai,0,,
TXN_03077,CUST_00215,MERCH_0036,DEV_0277,IP_00201,PM_0498,2026-01-19T14:31:52,14992.11,INR,SUCCESS,UPI,Ahmedabad,0,,
TXN_03078,CUST_01326,MERCH_0003,DEV_0451,IP_00366,PM_0370,2026-01-19T14:32:48,86.48,INR,SUCCESS,UPI,Delhi,0,,
TXN_03079,CUST_00280,MERCH_0076,DEV_0265,IP_00745,PM_0344,2026-01-19T14:32:52,12987.42,INR,SUCCESS,WALLET,Delhi,0,,
TXN_03080,CUST_01865,MERCH_0060,DEV_0185,IP_00891,PM_0130,2026-01-19T14:41:22,7798.77,INR,SUCCESS,DEBIT_CARD,Bengaluru,0,,
TXN_03081,CUST_01654,MERCH_0078,DEV_0327,IP_00661,PM_0201,2026-01-19T14:44:37,753.74,INR,SUCCESS,CREDIT_CARD,Bengaluru,0,,
TXN_03082,CUST_00892,MERCH_0076,DEV_0162,IP_00662,PM_0054,2026-01-19T14:52:31,70.81,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_03083,CUST_00431,MERCH_0025,DEV_0214,IP_00663,PM_0310,2026-01-19T15:21:15,14243.02,INR,SUCCESS,UPI,Jaipur,0,,
TXN_03084,CUST_00931,MERCH_0071,DEV_0190,IP_00624,PM_0322,2026-01-19T15:26:05,875.05,INR,SUCCESS,DEBIT_CARD,Bengaluru,0,,
TXN_03085,CUST_00370,MERCH_0098,DEV_0483,IP_00602,PM_0039,2026-01-19T15:31:11,346.1,INR,FAILED,UPI,Jaipur,0,,
TXN_03086,CUST_01321,MERCH_0068,DEV_0003,IP_00342,PM_0225,2026-01-19T15:56:09,143.1,INR,FAILED,DEBIT_CARD,Kolkata,0,,
TXN_03087,CUST_01352,MERCH_0030,DEV_0098,IP_00933,PM_0398,2026-01-19T15:57:30,160.03,INR,SUCCESS,DEBIT_CARD,Surat,0,,
TXN_03088,CUST_01779,MERCH_0004,DEV_0158,IP_00347,PM_0403,2026-01-19T16:06:56,326.9,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_03089,CUST_01307,MERCH_0049,DEV_0207,IP_00542,PM_0212,2026-01-19T16:19:08,52763.37,INR,SUCCESS,UPI,Jaipur,0,,
TXN_03090,CUST_01730,MERCH_0094,DEV_0032,IP_00525,PM_0214,2026-01-19T16:30:08,277.14,INR,SUCCESS,WALLET,Bengaluru,0,,
TXN_03091,CUST_01498,MERCH_0005,DEV_0247,IP_00321,PM_0159,2026-01-19T16:32:13,147.49,INR,SUCCESS,WALLET,Chennai,0,,
TXN_03092,CUST_00978,MERCH_0095,DEV_0302,IP_00020,PM_0206,2026-01-19T16:32:56,67.5,INR,SUCCESS,CREDIT_CARD,Hyderabad,0,,
TXN_03093,CUST_00448,MERCH_0090,DEV_0459,IP_00928,PM_0433,2026-01-19T16:56:41,200.78,INR,SUCCESS,CREDIT_CARD,Ahmedabad,0,,
TXN_03094,CUST_00353,MERCH_0016,DEV_0444,IP_00051,PM_0286,2026-01-19T17:11:21,228.23,INR,SUCCESS,DEBIT_CARD,Surat,0,,
TXN_03095,CUST_01673,MERCH_0030,DEV_0422,IP_00006,PM_0338,2026-01-19T17:18:09,1056.98,INR,SUCCESS,CREDIT_CARD,Pune,0,,
TXN_03096,CUST_00511,MERCH_0020,DEV_0235,IP_00819,PM_0380,2026-01-19T17:55:10,70.83,INR,SUCCESS,NET_BANKING,Kolkata,0,,
TXN_03097,CUST_01839,MERCH_0001,DEV_0121,IP_00776,PM_0287,2026-01-19T17:57:03,123.72,INR,SUCCESS,UPI,Ahmedabad,0,,
TXN_03098,CUST_00667,MERCH_0095,DEV_0046,IP_00741,PM_0465,2026-01-19T18:04:01,3566.04,INR,SUCCESS,DEBIT_CARD,Surat,0,,
TXN_03099,CUST_00189,MERCH_0087,DEV_0104,IP_00198,PM_0172,2026-01-19T18:18:50,300.08,INR,SUCCESS,UPI,Pune,0,,
TXN_03100,CUST_01332,MERCH_0068,DEV_0195,IP_00597,PM_0167,2026-01-19T18:27:53,13323.48,INR,SUCCESS,UPI,Delhi,0,,
TXN_03101,CUST_01500,MERCH_0085,DEV_0473,IP_00301,PM_0415,2026-01-19T18:29:05,5181.44,INR,SUCCESS,UPI,Mumbai,0,,
TXN_03102,CUST_01822,MERCH_0092,DEV_0398,IP_00140,PM_0337,2026-01-19T18:54:06,295.77,INR,SUCCESS,DEBIT_CARD,Delhi,0,,
TXN_03103,CUST_01382,MERCH_0048,DEV_0060,IP_00465,PM_0207,2026-01-19T19:29:48,256.64,INR,SUCCESS,NET_BANKING,Jaipur,0,,
TXN_03104,CUST_00259,MERCH_0009,DEV_0473,IP_00084,PM_0438,2026-01-19T20:33:34,2187.23,INR,SUCCESS,UPI,Kolkata,0,,
TXN_03105,CUST_00486,MERCH_0043,DEV_0041,IP_00200,PM_0318,2026-01-19T20:39:04,38568.91,INR,SUCCESS,CREDIT_CARD,Delhi,0,,
TXN_03106,CUST_01202,MERCH_0056,DEV_0435,IP_00343,PM_0270,2026-01-19T21:24:01,1270.82,INR,SUCCESS,CREDIT_CARD,Surat,0,,
TXN_03107,CUST_01417,MERCH_0030,DEV_0288,IP_00159,PM_0370,2026-01-19T22:30:06,5299.62,INR,SUCCESS,UPI,Pune,0,,
TXN_03108,CUST_00083,MERCH_0096,DEV_0351,IP_00337,PM_0485,2026-01-20T00:11:04,9904.25,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_03109,CUST_00604,MERCH_0002,DEV_0100,IP_00021,PM_0124,2026-01-20T00:40:03,334.63,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_03110,CUST_01728,MERCH_0018,DEV_0111,IP_00663,PM_0236,2026-01-20T01:25:18,6399.37,INR,SUCCESS,CREDIT_CARD,Hyderabad,0,,
TXN_03111,CUST_00244,MERCH_0005,DEV_0284,IP_00025,PM_0393,2026-01-20T01:30:06,357.16,INR,SUCCESS,UPI,Delhi,0,,
TXN_03112,CUST_00051,MERCH_0079,DEV_0226,IP_00651,PM_0391,2026-01-20T01:33:42,1128.69,INR,SUCCESS,NET_BANKING,Kolkata,0,,
TXN_03113,CUST_01028,MERCH_0088,DEV_0361,IP_00356,PM_0023,2026-01-20T01:45:24,655.39,INR,SUCCESS,UPI,Kolkata,0,,
TXN_03114,CUST_01205,MERCH_0088,DEV_0482,IP_00913,PM_0109,2026-01-20T01:55:26,1500.0,INR,SUCCESS,UPI,Ahmedabad,0,,
TXN_03115,CUST_01520,MERCH_0089,DEV_0323,IP_00030,PM_0135,2026-01-20T01:59:30,576.75,INR,SUCCESS,UPI,Mumbai,0,,
TXN_03116,CUST_00443,MERCH_0094,DEV_0070,IP_00688,PM_0061,2026-01-20T02:04:41,213.75,INR,FAILED,UPI,Chennai,0,,
TXN_03117,CUST_00723,MERCH_0063,DEV_0428,IP_00380,PM_0251,2026-01-20T02:07:13,9963.27,INR,SUCCESS,CREDIT_CARD,Chennai,0,,
TXN_03118,CUST_00038,MERCH_0007,DEV_0140,IP_00022,PM_0070,2026-01-20T02:08:18,316.1,INR,SUCCESS,UPI,Pune,0,,
TXN_03119,CUST_00740,MERCH_0071,DEV_0116,IP_00736,PM_0350,2026-01-20T02:08:31,11649.08,INR,SUCCESS,UPI,Chennai,0,,
TXN_03120,CUST_01026,MERCH_0015,DEV_0080,IP_00549,PM_0444,2026-01-20T02:09:27,455.11,INR,SUCCESS,UPI,Surat,0,,
TXN_03121,CUST_01625,MERCH_0062,DEV_0005,IP_00041,PM_0076,2026-01-20T02:20:42,200.14,INR,SUCCESS,UPI,Surat,0,,
TXN_03122,CUST_00225,MERCH_0067,DEV_0190,IP_00963,PM_0287,2026-01-20T02:33:01,251.54,INR,SUCCESS,UPI,Chennai,0,,
TXN_03123,CUST_01647,MERCH_0035,DEV_0004,IP_00518,PM_0248,2026-01-20T02:41:56,251.55,INR,SUCCESS,DEBIT_CARD,Mumbai,0,,
TXN_03124,CUST_00219,MERCH_0080,DEV_0189,IP_00905,PM_0154,2026-01-20T03:08:37,117.93,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_03125,CUST_00143,MERCH_0053,DEV_0296,IP_00385,PM_0283,2026-01-20T03:10:36,166.32,INR,SUCCESS,UPI,Chennai,0,,
TXN_03126,CUST_01056,MERCH_0081,DEV_0177,IP_00223,PM_0043,2026-01-20T03:12:00,495.73,INR,SUCCESS,UPI,Surat,0,,
TXN_03127,CUST_01726,MERCH_0071,DEV_0076,IP_00098,PM_0081,2026-01-20T03:25:46,176.44,INR,SUCCESS,CREDIT_CARD,Surat,0,,
TXN_03128,CUST_00277,MERCH_0033,DEV_0034,IP_00605,PM_0179,2026-01-20T03:27:09,12814.28,INR,SUCCESS,CREDIT_CARD,Pune,0,,
TXN_03129,CUST_01779,MERCH_0002,DEV_0001,IP_00347,PM_0403,2026-01-20T03:28:52,218.92,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_03130,CUST_01787,MERCH_0022,DEV_0080,IP_00262,PM_0199,2026-01-20T03:31:31,431.06,INR,SUCCESS,CREDIT_CARD,Ahmedabad,0,,
TXN_03131,CUST_00636,MERCH_0096,DEV_0336,IP_00146,PM_0412,2026-01-20T03:36:01,461.77,INR,SUCCESS,CREDIT_CARD,Bengaluru,0,,
TXN_03132,CUST_01269,MERCH_0080,DEV_0191,IP_00378,PM_0308,2026-01-20T03:42:10,5018.05,INR,SUCCESS,CREDIT_CARD,Pune,0,,
TXN_03133,CUST_00662,MERCH_0031,DEV_0272,IP_00909,PM_0353,2026-01-20T03:47:03,14496.4,INR,SUCCESS,UPI,Chennai,0,,
TXN_03134,CUST_01982,MERCH_0064,DEV_0334,IP_00739,PM_0225,2026-01-20T03:51:21,64743.25,INR,SUCCESS,DEBIT_CARD,Kolkata,0,,
TXN_03135,CUST_01989,MERCH_0020,DEV_0154,IP_00799,PM_0243,2026-01-20T04:00:34,6286.2,INR,SUCCESS,CREDIT_CARD,Jaipur,0,,
TXN_03136,CUST_01500,MERCH_0012,DEV_0147,IP_00996,PM_0415,2026-01-20T04:19:51,11880.27,INR,SUCCESS,UPI,Mumbai,0,,
TXN_03137,CUST_01678,MERCH_0070,DEV_0304,IP_00636,PM_0084,2026-01-20T04:29:37,13204.57,INR,SUCCESS,CREDIT_CARD,Jaipur,0,,
TXN_03138,CUST_00720,MERCH_0021,DEV_0336,IP_00422,PM_0378,2026-01-20T04:31:23,247.54,INR,SUCCESS,UPI,Kolkata,0,,
TXN_03139,CUST_00524,MERCH_0065,DEV_0191,IP_00022,PM_0412,2026-01-20T04:31:53,70.53,INR,PENDING,CREDIT_CARD,Surat,0,,
TXN_03140,CUST_01170,MERCH_0092,DEV_0068,IP_00786,PM_0239,2026-01-20T04:32:05,52.94,INR,SUCCESS,DEBIT_CARD,Surat,0,,
TXN_03141,CUST_01551,MERCH_0056,DEV_0339,IP_00566,PM_0167,2026-01-20T04:34:33,50.0,INR,SUCCESS,UPI,Pune,0,,
TXN_03142,CUST_01742,MERCH_0070,DEV_0067,IP_00239,PM_0242,2026-01-20T04:40:43,4484.44,INR,SUCCESS,CREDIT_CARD,Surat,0,,
TXN_03143,CUST_01763,MERCH_0062,DEV_0474,IP_00793,PM_0454,2026-01-20T04:53:05,766.69,INR,SUCCESS,CREDIT_CARD,Mumbai,0,,
TXN_03144,CUST_00159,MERCH_0030,DEV_0399,IP_00885,PM_0095,2026-01-20T04:53:18,670.6,INR,PENDING,UPI,Bengaluru,0,,
TXN_03145,CUST_01869,MERCH_0034,DEV_0322,IP_00046,PM_0448,2026-01-20T05:09:24,445.67,INR,SUCCESS,CREDIT_CARD,Bengaluru,0,,
TXN_03146,CUST_00201,MERCH_0010,DEV_0241,IP_00146,PM_0464,2026-01-20T05:15:02,1229.79,INR,PENDING,UPI,Mumbai,0,,
TXN_03147,CUST_01155,MERCH_0001,DEV_0071,IP_00040,PM_0357,2026-01-20T05:17:34,62.44,INR,PENDING,WALLET,Mumbai,0,,
TXN_03148,CUST_01530,MERCH_0093,DEV_0090,IP_00353,PM_0302,2026-01-20T05:22:41,201.98,INR,SUCCESS,UPI,Chennai,0,,
TXN_03149,CUST_00295,MERCH_0086,DEV_0264,IP_00926,PM_0211,2026-01-20T05:24:44,375.9,INR,SUCCESS,UPI,Mumbai,0,,
TXN_03150,CUST_00053,MERCH_0032,DEV_0291,IP_00068,PM_0084,2026-01-20T05:28:59,112.19,INR,SUCCESS,CREDIT_CARD,Jaipur,0,,
TXN_03151,CUST_00418,MERCH_0085,DEV_0001,IP_00219,PM_0275,2026-01-20T05:31:05,498.91,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_03152,CUST_01862,MERCH_0021,DEV_0273,IP_00413,PM_0298,2026-01-20T05:32:37,16822.0,INR,SUCCESS,UPI,Delhi,0,,
TXN_03153,CUST_01497,MERCH_0098,DEV_0013,IP_00944,PM_0409,2026-01-20T05:36:06,89.46,INR,SUCCESS,CREDIT_CARD,Bengaluru,0,,
TXN_03154,CUST_01262,MERCH_0055,DEV_0183,IP_00154,PM_0126,2026-01-20T05:36:56,169.32,INR,SUCCESS,UPI,Delhi,0,,
TXN_03155,CUST_00886,MERCH_0047,DEV_0359,IP_00978,PM_0153,2026-01-20T05:38:08,286.58,INR,SUCCESS,CREDIT_CARD,Kolkata,0,,
TXN_03156,CUST_01881,MERCH_0064,DEV_0406,IP_00400,PM_0486,2026-01-20T05:43:19,148.2,INR,SUCCESS,DEBIT_CARD,Kolkata,0,,
TXN_03157,CUST_01670,MERCH_0096,DEV_0281,IP_00747,PM_0186,2026-01-20T05:45:27,102.14,INR,SUCCESS,DEBIT_CARD,Delhi,0,,
TXN_03158,CUST_00914,MERCH_0023,DEV_0320,IP_00113,PM_0007,2026-01-20T05:46:50,623.91,INR,SUCCESS,CREDIT_CARD,Pune,0,,
TXN_03159,CUST_01168,MERCH_0083,DEV_0471,IP_00981,PM_0177,2026-01-20T05:47:05,773.96,INR,SUCCESS,UPI,Ahmedabad,0,,
TXN_03160,CUST_01127,MERCH_0016,DEV_0234,IP_00208,PM_0317,2026-01-20T05:48:29,6712.02,INR,SUCCESS,UPI,Ahmedabad,0,,
TXN_03161,CUST_00571,MERCH_0030,DEV_0058,IP_00102,PM_0455,2026-01-20T05:55:40,93.58,INR,FAILED,UPI,Surat,0,,
TXN_03162,CUST_00080,MERCH_0071,DEV_0021,IP_00461,PM_0039,2026-01-20T05:56:01,12782.78,INR,SUCCESS,UPI,Jaipur,0,,
TXN_03163,CUST_01507,MERCH_0001,DEV_0459,IP_00940,PM_0226,2026-01-20T06:12:33,11516.7,INR,SUCCESS,WALLET,Delhi,0,,
TXN_03164,CUST_01268,MERCH_0079,DEV_0376,IP_00442,PM_0191,2026-01-20T06:12:43,7816.95,INR,SUCCESS,UPI,Chennai,0,,
TXN_03165,CUST_01368,MERCH_0014,DEV_0454,IP_00847,PM_0199,2026-01-20T06:13:23,161.91,INR,SUCCESS,CREDIT_CARD,Jaipur,0,,
TXN_03166,CUST_01893,MERCH_0092,DEV_0182,IP_00101,PM_0095,2026-01-20T06:15:17,94049.37,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_03167,CUST_01917,MERCH_0038,DEV_0452,IP_00864,PM_0120,2026-01-20T06:15:40,230.2,INR,SUCCESS,UPI,Pune,0,,
TXN_03168,CUST_01701,MERCH_0035,DEV_0450,IP_00092,PM_0086,2026-01-20T06:18:58,180.82,INR,SUCCESS,UPI,Mumbai,0,,
TXN_03169,CUST_00273,MERCH_0076,DEV_0186,IP_00914,PM_0143,2026-01-20T06:33:23,2222.23,INR,SUCCESS,UPI,Pune,0,,
